year,primary_sector,state,emissions,n_facilities
2012,Pulp and Paper,NJ,57424.224,1
2012,Pulp and Paper,NY,539536.836,5
2012,Pulp and Paper,OH,118114.304,2
2012,Pulp and Paper,OK,1516609.254,3
2012,Pulp and Paper,OR,458767.56,2
2012,Pulp and Paper,PA,1648401.204,4
2012,Pulp and Paper,SC,293367.814,3
2012,Pulp and Paper,TN,618717.024,6
2012,Pulp and Paper,TX,357284.448,2
2012,Pulp and Paper,UT,37396.36,1
2012,Pulp and Paper,VA,2835007.182,5
2012,Pulp and Paper,WA,233594.68,2
2012,Pulp and Paper,WI,395750.704,6
2012,Pulp and Paper,WV,29304.94,1
2012,Refineries,TX,526174.164,1
2012,Refineries,UT,495689.256,1
2012,Waste,AK,461856.3,3
2012,Waste,AL,1173237.489275,10
2012,Waste,AR,638509.42677500006,8
2012,Waste,AZ,444925.731225,8
2012,Waste,CA,1574645.714462,16
2012,Waste,CO,313326.989465,4
2012,Waste,CT,514112.788,4
2012,Waste,FL,3159769.154194,22
2012,Waste,GA,1570589.032887,17
2012,Waste,HI,84922.75,1
2012,Waste,IA,525516.498,11
2012,Waste,ID,77877.5,1
2012,Waste,IL,1323635.031587,19
2012,Waste,IN,1308373.713435,14
2012,Waste,KS,403310.124,5
2012,Waste,KY,473182.65,8
2012,Waste,LA,656859.10075,8
2012,Waste,MA,471554.048,3
2012,Waste,MD,879497.736,7
2012,Waste,ME,54884.452,1
2012,Waste,MI,717269.75608,9
2012,Waste,MN,239982.814,4
2012,Waste,MO,158780.938,5
2012,Waste,MS,476353.802975,4
2012,Waste,NC,1640813.444,19
2012,Waste,ND,180204.78363299998,3
2012,Waste,NE,439164.85,6
2012,Waste,NH,72875.836,1
2012,Waste,NJ,818713.232,6
2012,Waste,NM,106706.25,2
2012,Waste,NV,26134.45,1
2012,Waste,NY,1540242.280917,18
2012,Waste,OH,1281940.084585,13
2012,Waste,OK,231243.647875,5
2012,Waste,OR,250587.156924,1
2012,Waste,PA,1869162.198156,18
2012,Waste,PR,143850.98765,2
2012,Waste,SC,1002582.264,11
2012,Waste,SD,52350.25,1
2012,Waste,TN,1003594.730825,10
2012,Waste,TX,2390803.97565,29
2012,Waste,UT,341152.776914,6
2012,Waste,VA,361363.180971,7
2012,Waste,VT,79413.55,1
2012,Waste,WA,790393.752625,9
2012,Waste,WI,693578.7768,10
2012,Waste,WV,345016.465469,5
2012,Waste,WY,69701,1
2013,Other,AK,753155.976,7
2013,Other,AL,350868.374,7
2013,Other,AR,167613.786,4
2013,Other,AZ,143031.275303,2
2013,Other,CA,3653963.104,33
2013,Other,CO,473178.356046,6
2013,Other,CT,587579.228,9
2013,Other,DE,117323.44200000001,2
2013,Other,FL,323357.81799999997,5
2013,Other,GA,852876.906,15
2013,Other,IA,9190896.95,41
2013,Other,ID,356406.6913,8
2013,Other,IL,2157936.958,21
2013,Other,IN,3672590.094,26
2013,Other,KS,798541.66,14
2013,Other,KY,511203.256,10
2013,Other,LA,314551.016,4
2013,Other,MA,512225.358,6
2013,Other,MD,510215.24,4
2013,Other,ME,34188.379,1
2013,Other,MI,1857876.398,20
2013,Other,MN,1777039.4440000001,22
2013,Other,MO,731470.586,13
2013,Other,MS,138424.576,3
2013,Other,MT,28282.924,1
2013,Other,NC,609798.223,11
2013,Other,ND,386940.26999999996,5
2013,Other,NE,2569827.536,19
2013,Other,NH,42910.966,1
2013,Other,NJ,284457.348,7
2013,Other,NM,117730.544,3
2013,Other,NV,302732.064,4
2013,Other,NY,1204063.3805913,16
2013,Other,OH,1736777.34,19
2013,Other,OK,571916.4400000001,8
2013,Other,OR,318008.748926,7
2013,Other,PA,4956287.394,11
2013,Other,RI,25427.902,1
2013,Other,SC,281361.066,6
2013,Other,SD,1062614.288,11
2013,Other,TN,1145627.97,11
2013,Other,TX,9472365.209830001,25
2013,Other,UT,213291.048,4
2013,Other,VA,912850.7403457001,10
2013,Other,VI,32671.486,1
2013,Other,VT,61865.68,2
2013,Other,WA,470460.1,8
2013,Other,WI,843878.488,13
2013,Other,WV,3827881.892,4
2013,Other,WY,38502.2,1
2013,Chemicals,AK,695589.328,2
2013,Chemicals,AL,2102297.4788,7
2013,Chemicals,AR,1175100.654,6
2013,Chemicals,AZ,396908.456,1
2013,Chemicals,CA,21108537.358,15
2013,Chemicals,CO,35264.368,1
2013,Chemicals,DE,32917.476,1
2013,Chemicals,FL,264275.65,1
2013,Chemicals,GA,2119195.996,2
2013,Chemicals,HI,334779.964,1
2013,Chemicals,IA,2239325.094,4
2013,Chemicals,ID,236003.408,2
2013,Chemicals,IL,7139724.234,10
2013,Chemicals,IN,4403966.678,3
2013,Chemicals,KS,4338763.524,8
2013,Chemicals,KY,692027.216,4
2013,Chemicals,LA,30118714.484,32
2013,Chemicals,MA,123461.93600000002,2
2013,Chemicals,MD,119481.248,1
2013,Chemicals,MI,204690.938,3
2013,Chemicals,MN,4282688.828,2
2013,Chemicals,MO,248766.196,3
2013,Chemicals,MS,5931599.9120000005,2
2013,Chemicals,MT,2587211.5039999997,4
2013,Chemicals,NC,151633.65,1
2013,Chemicals,NJ,2387459.374,3
2013,Chemicals,NM,766058.508,1
2013,Chemicals,NV,24862.756,1
2013,Chemicals,NY,32462.228,1
2013,Chemicals,OH,2221173.962,8
2013,Chemicals,OK,4788345.699,4
2013,Chemicals,OR,207838.322,1
2013,Chemicals,PA,986048.954,5
2013,Chemicals,PR,106357.646,1
2013,Chemicals,TN,6814702.5,5
2013,Chemicals,TX,35338593.146,45
2013,Chemicals,UT,208115.722,2
2013,Chemicals,VA,1165467.016,2
2013,Chemicals,WA,2754973.7219999996,4
2013,Chemicals,WV,1988458.0869131999,5
2013,Chemicals,WY,509911.65,1
2013,Import and Export of Equipment Containing Fluorintaed GHGs,AL,34433.01,1
2013,Import and Export of Equipment Containing Fluorintaed GHGs,PA,27353.16,1
2013,Industrial Gas Suppliers,NJ,14987.244,1
2013,Injection of CO2,IL,4720599.394,1
2013,Injection of CO2,NM,307802.616,1
2013,Injection of CO2,TX,152109.828,2
2013,Metals,AL,1328172.816,9
2013,Metals,AR,645206.162,3
2013,Metals,AZ,97427.13,1
2013,Metals,CA,108396.038,3
2013,Metals,CO,321829.26,1
2013,Metals,FL,73404.028,1
2013,Metals,GA,104349.432,2
2013,Metals,IA,302158.322,3
2013,Metals,IL,1421724.07,8
2013,Metals,IN,25256304.916,17
2013,Metals,KY,463640.31,5
2013,Metals,LA,826482.682,1
2013,Metals,MI,1672453.322,3
2013,Metals,MN,2235345.484,4
2013,Metals,MO,21398.3,1
2013,Metals,MS,643269.84,1
2013,Metals,NC,403063.03,2
2013,Metals,NE,189319.236,1
2013,Metals,NJ,43451.808,1
2013,Metals,NY,202170.792,2
2013,Metals,OH,1836641.734,10
2013,Metals,OR,186366.78,2
2013,Metals,PA,5051322.044,14
2013,Metals,SC,334517.48,3
2013,Metals,TN,265848.94200000004,2
2013,Metals,TX,725946.444,6
2013,Metals,UT,226816.846,1
2013,Metals,VA,740340.3119999999,3
2013,Metals,WA,110966.032,1
2013,Metals,WI,426345.664,3
2013,Metals,WV,274473.896,3
2013,Minerals,AL,3066510.04,7
2013,Minerals,AR,444580.156,3
2013,Minerals,AZ,1214132.73,2
2013,Minerals,CA,3709465.898,7
2013,Minerals,CO,237134.856,3
2013,Minerals,GA,258523.09,4
2013,Minerals,IA,1595414.814,6
2013,Minerals,ID,299962.02,1
2013,Minerals,IL,686154.078,4
2013,Minerals,IN,2226092.28,9
2013,Minerals,KS,1418819.008,4
2013,Minerals,KY,2462463.108,5
2013,Minerals,MI,3826993.128,7
2013,Minerals,MN,1859077.2280000001,6
2013,Minerals,MO,8130066.606,8
2013,Minerals,MS,44506.64,1
2013,Minerals,MT,789550.556,3
2013,Minerals,NC,374380.136,5
2013,Minerals,ND,1168999.958,3
2013,Minerals,NE,654563.1,1
2013,Minerals,NJ,115178.118,3
2013,Minerals,NM,38090.556,1
2013,Minerals,NV,1236461.166,2
2013,Minerals,NY,400336.472,5
2013,Minerals,OH,2387390.634,9
2013,Minerals,OK,859033.186,6
2013,Minerals,PA,2326340.72,11
2013,Minerals,SC,2257408.142,5
2013,Minerals,SD,332172.886,1
2013,Minerals,TN,707927.76,6
2013,Minerals,TX,4910351.982,11
2013,Minerals,UT,1123412.65,1
2013,Minerals,VA,97181.136,2
2013,Minerals,WA,538225.53,4
2013,Minerals,WI,1028851.48,6
2013,Minerals,WV,414695.316,2
2013,Minerals,WY,3306088.582,5
2013,Natural Gas and Natural Gas Liquids Suppliers,AL,527980.394,2
2013,Natural Gas and Natural Gas Liquids Suppliers,CA,34890.58,1
2013,Natural Gas and Natural Gas Liquids Suppliers,CO,496214.938,1
2013,Natural Gas and Natural Gas Liquids Suppliers,IL,255894.302,1
2013,Natural Gas and Natural Gas Liquids Suppliers,LA,366646.54,4
2013,Natural Gas and Natural Gas Liquids Suppliers,MN,183874.04,1
2013,Natural Gas and Natural Gas Liquids Suppliers,ND,37042.34,1
2013,Natural Gas and Natural Gas Liquids Suppliers,OK,28781.756,1
2013,Natural Gas and Natural Gas Liquids Suppliers,TX,1124419.549,5
2013,Natural Gas and Natural Gas Liquids Suppliers,WY,807675.664,4
2013,Petroleum and Natural Gas Systems,AK,7506380.314,8
2013,Petroleum and Natural Gas Systems,AL,704865.363,5
2013,Petroleum and Natural Gas Systems,AR,157794.648,2
2013,Petroleum and Natural Gas Systems,AZ,263744.066,5
2013,Petroleum and Natural Gas Systems,CA,288725.312,6
2013,Petroleum and Natural Gas Systems,CO,2329316.055,8
2013,Petroleum and Natural Gas Systems,CT,133112.128,3
2013,Petroleum and Natural Gas Systems,FL,122801.03,3
2013,Petroleum and Natural Gas Systems,HI,25355.094,1
2013,Petroleum and Natural Gas Systems,IA,183572.94400000002,3
2013,Petroleum and Natural Gas Systems,ID,169967.572,2
2013,Petroleum and Natural Gas Systems,IL,159364.492,3
2013,Petroleum and Natural Gas Systems,IN,60233.03,1
2013,Petroleum and Natural Gas Systems,KS,151063.744,3
2013,Petroleum and Natural Gas Systems,KY,59876.804,1
2013,Petroleum and Natural Gas Systems,LA,2895887.388,28
2013,Petroleum and Natural Gas Systems,MA,37959.66,1
2013,Petroleum and Natural Gas Systems,MI,734748.807,4
2013,Petroleum and Natural Gas Systems,MN,307008.7,3
2013,Petroleum and Natural Gas Systems,MS,531370.392,9
2013,Petroleum and Natural Gas Systems,ND,1033703.23,9
2013,Petroleum and Natural Gas Systems,NJ,58687.48,1
2013,Petroleum and Natural Gas Systems,NM,804667.466,5
2013,Petroleum and Natural Gas Systems,NV,190058.898,2
2013,Petroleum and Natural Gas Systems,NY,220902.842,3
2013,Petroleum and Natural Gas Systems,OH,17982.55,1
2013,Petroleum and Natural Gas Systems,OK,966170.949,12
2013,Petroleum and Natural Gas Systems,OR,48611.18,1
2013,Petroleum and Natural Gas Systems,PA,371269.014,6
2013,Petroleum and Natural Gas Systems,SC,2812247.532,1
2013,Petroleum and Natural Gas Systems,TX,4405104.812,28
2013,Petroleum and Natural Gas Systems,UT,268771.202,4
2013,Petroleum and Natural Gas Systems,WA,86777.596,1
2013,Petroleum and Natural Gas Systems,WV,115174.208,3
2013,Petroleum and Natural Gas Systems,WY,1283547.18,7
2013,Petroleum Product Suppliers,AK,508247.132,1
2013,Petroleum Product Suppliers,AL,387183.67,1
2013,Petroleum Product Suppliers,CA,988791.093,3
2013,Petroleum Product Suppliers,IL,3837262.984,2
2013,Petroleum Product Suppliers,IN,207040.944,1
2013,Petroleum Product Suppliers,KY,2086016.892,1
2013,Petroleum Product Suppliers,LA,12544580.928,6
2013,Petroleum Product Suppliers,MI,878758.862,1
2013,Petroleum Product Suppliers,MS,28185.256,1
2013,Petroleum Product Suppliers,ND,649082.404,1
2013,Petroleum Product Suppliers,NJ,185444.898,1
2013,Petroleum Product Suppliers,NV,15006.504,1
2013,Petroleum Product Suppliers,OH,3625385.632,3
2013,Petroleum Product Suppliers,OK,624561.864,1
2013,Petroleum Product Suppliers,PA,164521.724,1
2013,Petroleum Product Suppliers,TX,10250885.552,8
2013,Petroleum Product Suppliers,WA,3343141.234,3
2013,Petroleum Product Suppliers,WY,192192.52,1
2013,Power Plants,AK,1136780.312,5
2013,Power Plants,AL,37161629.922,8
2013,Power Plants,AR,4734729.142,2
2013,Power Plants,AZ,18299832.13,7
2013,Power Plants,CA,12484824.006,22
2013,Power Plants,CO,22599214.552,10
2013,Power Plants,CT,5738832.688,5
2013,Power Plants,DC,207510.596,2
2013,Power Plants,DE,48603.543,1
2013,Power Plants,FL,44087610.352,16
2013,Power Plants,GA,17424796.892,7
2013,Power Plants,GU,415835.38,1
2013,Power Plants,HI,915675.456,5
2013,Power Plants,IA,17276167.038,3
2013,Power Plants,ID,630649.812,1
2013,Power Plants,IL,15282112.284,3
2013,Power Plants,IN,12070578.312,4
2013,Power Plants,KS,20065944.492000002,4
2013,Power Plants,KY,35378475.08,5
2013,Power Plants,LA,9830324.82,6
2013,Power Plants,MA,896457.448,5
2013,Power Plants,MD,21748.668,1
2013,Power Plants,MI,23617371.334,12
2013,Power Plants,MN,8671362.545,7
2013,Power Plants,MO,24757691.028,8
2013,Power Plants,MS,13786544.374,8
2013,Power Plants,MT,14518077.254,2
2013,Power Plants,NC,11172686.814000001,2
2013,Power Plants,ND,18234851.777999997,3
2013,Power Plants,NE,15455303.19,4
2013,Power Plants,NJ,4678972.69,5
2013,Power Plants,NM,3435512.0160000003,6
2013,Power Plants,NV,6272111.598,6
2013,Power Plants,NY,8908772.689,20
2013,Power Plants,OH,34243789.354,12
2013,Power Plants,OK,2465894.772,4
2013,Power Plants,OR,2102001.408,2
2013,Power Plants,PA,13083540.686,13
2013,Power Plants,PR,6064047.976,2
2013,Power Plants,RI,763591.02,1
2013,Power Plants,SC,6245074.78,5
2013,Power Plants,SD,2992708.082,1
2013,Power Plants,TN,19117728.704,4
2013,Power Plants,TX,108975421.22173743,30
2013,Power Plants,UT,4212096.898,3
2013,Power Plants,VA,854053.2,2
2013,Power Plants,VI,314467.266,1
2013,Power Plants,WA,1921345.652,4
2013,Power Plants,WI,15624417.71,10
2013,Power Plants,WV,25261682.27,5
2013,Power Plants,WY,6369385.53,6
2013,Pulp and Paper,AL,1555337.31,5
2013,Pulp and Paper,AR,912557.168,3
2013,Pulp and Paper,CA,688640.456,3
2013,Pulp and Paper,CT,227678.342,2
2013,Pulp and Paper,FL,749442.108,1
2013,Pulp and Paper,GA,777477.186,5
2013,Pulp and Paper,ID,250429.566,1
2013,Pulp and Paper,IN,52897,1
2013,Pulp and Paper,KY,48994.816,1
2013,Pulp and Paper,LA,1173646.008,5
2013,Pulp and Paper,ME,235156.322,1
2013,Pulp and Paper,MI,191909.868,1
2013,Pulp and Paper,MN,187547.126,1
2013,Pulp and Paper,MO,135987.988,1
2013,Pulp and Paper,MS,189173.164,2
2013,Pulp and Paper,NC,328019.596,1
2013,Pulp and Paper,NJ,61700.052,1
2013,Pulp and Paper,NY,521143.784,5
2013,Pulp and Paper,OH,104883.706,2
2013,Pulp and Paper,OK,1447345.6,3
2013,Pulp and Paper,OR,441421.038,2
2013,Pulp and Paper,PA,1466317.25,4
2013,Pulp and Paper,SC,284715.554,3
2013,Pulp and Paper,TN,640639.092,6
2013,Pulp and Paper,TX,306627.27,2
2013,Pulp and Paper,UT,39708.2,1
2013,Pulp and Paper,VA,2654720.372,5
2013,Pulp and Paper,WA,191904.97999999998,2
2013,Pulp and Paper,WI,401623.412,6
2013,Pulp and Paper,WV,28756.792,1
2013,Refineries,TX,530152.554,1
2013,Refineries,UT,467599.18,1
2013,Waste,AK,550476.75,3
2013,Waste,AL,1142642,10
2013,Waste,AR,638124.7,8
2013,Waste,AZ,436035.298,8
2013,Waste,CA,1470464.186,16
2013,Waste,CO,278954.34400000004,4
2013,Waste,CT,512325.27599999995,4
2013,Waste,FL,2980438.3219999997,22
2013,Waste,GA,1794532.104,17
2013,Waste,HI,56004.5,1
2013,Waste,IA,475570.548,11
2013,Waste,ID,81136.25,1
2013,Waste,IL,1285677.318,19
2013,Waste,IN,1190346.968,14
2013,Waste,KS,363282.538,5
2013,Waste,KY,447653.1,8
2013,Waste,LA,640555.05,8
2013,Waste,MA,472236.108,3
2013,Waste,MD,852952.104,7
2013,Waste,ME,61447.806,1
2013,Waste,MI,685031.41,9
2013,Waste,MN,214660.14,4
2013,Waste,MO,139965.25400000002,5
2013,Waste,MS,506367.198,4
2013,Waste,NC,1676261.726,19
2013,Waste,ND,154928.546,3
2013,Waste,NE,419023.14999999997,6
2013,Waste,NH,74101.64,1
2013,Waste,NJ,733293.706,6
2013,Waste,NM,103034.5,2
2013,Waste,NV,27657.05,1
2013,Waste,NY,1499043.932,18
2013,Waste,OH,1118122.92,13
2013,Waste,OK,219165.95,5
2013,Waste,OR,200028.7,1
2013,Waste,PA,1690957.866,18
2013,Waste,PR,149609.35,2
2013,Waste,SC,881904.032,11
2013,Waste,SD,53647.75,1
2013,Waste,TN,850581.528,10
2013,Waste,TX,2587247.786,29
2013,Waste,UT,303616.054,6
2013,Waste,VA,363277.722,7
2013,Waste,VT,71189.35,1
2013,Waste,WA,801695.382,9
2013,Waste,WI,595759.87,10
2013,Waste,WV,355776.82999999996,5
2013,Waste,WY,68425.75,1
2014,Other,AK,757912.612,7
2014,Other,AL,353090.998,7
2014,Other,AR,176786.574,4
2014,Other,AZ,157992.604169,2
2014,Other,CA,3745602.636328,33
2014,Other,CO,572545.8671,6
2014,Other,CT,585631.612,9
2014,Other,DE,122657.596,2
2014,Other,FL,311077.758,5
2014,Other,GA,912964.736,15
2014,Other,IA,9455735.972,41
2014,Other,ID,361761.957819,8
2014,Other,IL,2252785.126,21
2014,Other,IN,4056189.25,26
2014,Other,KS,779975.528,14
2014,Other,KY,533664.482,10
2014,Other,LA,299785.872,4
2014,Other,MA,510620.57,6
2014,Other,MD,460362.994,4
2014,Other,ME,33950.870141,1
2014,Other,MI,1838737.162,20
2014,Other,MN,1710303.468,22
2014,Other,MO,792285.478,13
2014,Other,MS,250424.574,3
2014,Other,MT,35994.898,1
2014,Other,NC,557572.8219999999,11
2014,Other,ND,366378.14,5
2014,Other,NE,2590066.908,19
2014,Other,NH,43742.054,1
2014,Other,NJ,278782.864,7
2014,Other,NM,105510.602,3
2014,Other,NV,317912.804,4
2014,Other,NY,1237670.4626985,16
2014,Other,OH,1769507.62,19
2014,Other,OK,511150.98,8
2014,Other,OR,346868.712132,7
2014,Other,PA,3770857.634,11
2014,Other,RI,27352.046,1
2014,Other,SC,278082.682,6
2014,Other,SD,1047513.398,11
2014,Other,TN,1165356.096,11
2014,Other,TX,9716368.0233849,25
2014,Other,UT,206762.914,4
2014,Other,VA,847904.3207204001,10
2014,Other,VI,40608.324,1
2014,Other,VT,57114.788,2
2014,Other,WA,455910.23,8
2014,Other,WI,826079.894,13
2014,Other,WV,3423244.494,4
2014,Other,WY,36256.27,1
2014,Chemicals,AK,692060.134,2
2014,Chemicals,AL,2150271.85656,7
2014,Chemicals,AR,1475843.18,6
2014,Chemicals,AZ,432639.172,1
2014,Chemicals,CA,23174999.517,15
2014,Chemicals,CO,34506.92,1
2014,Chemicals,DE,29794.088,1
2014,Chemicals,FL,277743.206,1
2014,Chemicals,GA,2148781.02,2
2014,Chemicals,HI,560169.496,1
2014,Chemicals,IA,2282391.476,4
2014,Chemicals,ID,224019.832,2
2014,Chemicals,IL,7753060.938,10
2014,Chemicals,IN,4794447.32,3
2014,Chemicals,KS,4418593.757999999,8
2014,Chemicals,KY,685163.382,4
2014,Chemicals,LA,29321347.706,32
2014,Chemicals,MA,77414.954,2
2014,Chemicals,MD,137219.728,1
2014,Chemicals,MI,220719.066,3
2014,Chemicals,MN,4352671.794,2
2014,Chemicals,MO,245918.63,3
2014,Chemicals,MS,6155848.36,2
2014,Chemicals,MT,2509505.636,4
2014,Chemicals,NC,145127.268,1
2014,Chemicals,NJ,2682007.614,3
2014,Chemicals,NM,667603.456,1
2014,Chemicals,NV,25891.452,1
2014,Chemicals,NY,33245.924,1
2014,Chemicals,OH,2360081.098,8
2014,Chemicals,OK,4249275.239,4
2014,Chemicals,OR,197193.472,1
2014,Chemicals,PA,979899.058,5
2014,Chemicals,PR,98333.766,1
2014,Chemicals,TN,6452905.312,5
2014,Chemicals,TX,34454774.813,45
2014,Chemicals,UT,201149.772,2
2014,Chemicals,VA,1105865.7859999998,2
2014,Chemicals,WA,2502591.276,4
2014,Chemicals,WV,2153000.4882982,5
2014,Chemicals,WY,491489.574,1
2014,Import and Export of Equipment Containing Fluorintaed GHGs,AL,36173.954,1
2014,Import and Export of Equipment Containing Fluorintaed GHGs,PA,27882.12,1
2014,Industrial Gas Suppliers,NJ,14631.096,1
2014,Injection of CO2,IL,4741829.732,1
2014,Injection of CO2,NM,278216.267,1
2014,Injection of CO2,TX,169903.84000000003,2
2014,Metals,AL,1313120.888,9
2014,Metals,AR,567455.128,3
2014,Metals,AZ,74482.066,1
2014,Metals,CA,115093.762,3
2014,Metals,CO,313284.214,1
2014,Metals,FL,71037.68,1
2014,Metals,GA,111223.32,2
2014,Metals,IA,345650.52400000003,3
2014,Metals,IL,1319391.93,8
2014,Metals,IN,24935162.406,17
2014,Metals,KY,485633.97000000003,5
2014,Metals,LA,794432.36,1
2014,Metals,MI,1552402.13,3
2014,Metals,MN,2216145.374,4
2014,Metals,MO,40923.784,1
2014,Metals,MS,736244.956,1
2014,Metals,NC,487508.884,2
2014,Metals,NE,173980.896,1
2014,Metals,NJ,51904.496,1
2014,Metals,NY,193390.076,2
2014,Metals,OH,1964507.982,10
2014,Metals,OR,194420.044,2
2014,Metals,PA,4425398.884000001,14
2014,Metals,SC,357351.244,3
2014,Metals,TN,266905.004,2
2014,Metals,TX,752438.824,6
2014,Metals,UT,223979.99,1
2014,Metals,VA,637928.208,3
2014,Metals,WA,114923.968,1
2014,Metals,WI,505488.626,3
2014,Metals,WV,285719.55,3
2014,Minerals,AL,3967295.212,7
2014,Minerals,AR,569325.62,3
2014,Minerals,AZ,1173030.122,2
2014,Minerals,CA,3848006.5239999997,7
2014,Minerals,CO,238675.152,3
2014,Minerals,GA,264795.406,4
2014,Minerals,IA,1591996.146,6
2014,Minerals,ID,327914.026,1
2014,Minerals,IL,616833.306,4
2014,Minerals,IN,2460083.068,9
2014,Minerals,KS,1779672.6639999999,4
2014,Minerals,KY,2643291.028,5
2014,Minerals,MI,3533951.432,7
2014,Minerals,MN,1808543.632,6
2014,Minerals,MO,8594118.308,8
2014,Minerals,MS,48822.916,1
2014,Minerals,MT,742745.868,3
2014,Minerals,NC,384878.368,5
2014,Minerals,ND,1169209.0219999999,3
2014,Minerals,NE,819225.468,1
2014,Minerals,NJ,117998.014,3
2014,Minerals,NM,39245.352,1
2014,Minerals,NV,1270908.384,2
2014,Minerals,NY,412262.418,5
2014,Minerals,OH,2406246.776,9
2014,Minerals,OK,843060.38,6
2014,Minerals,PA,2374614.882,11
2014,Minerals,SC,2418809.932,5
2014,Minerals,SD,362102.324,1
2014,Minerals,TN,683205.472,6
2014,Minerals,TX,4232289.666,11
2014,Minerals,UT,954658.658,1
2014,Minerals,VA,103095.88,2
2014,Minerals,WA,707757.092,4
2014,Minerals,WI,1093766.864,6
2014,Minerals,WV,414829.566,2
2014,Minerals,WY,3410534.08,5
2014,Natural Gas and Natural Gas Liquids Suppliers,AL,497968.92000000004,2
2014,Natural Gas and Natural Gas Liquids Suppliers,CA,34901.872,1
2014,Natural Gas and Natural Gas Liquids Suppliers,CO,440899.118,1
2014,Natural Gas and Natural Gas Liquids Suppliers,IL,231843.784,1
2014,Natural Gas and Natural Gas Liquids Suppliers,LA,341472.922,4
2014,Natural Gas and Natural Gas Liquids Suppliers,MN,204217.546,1
2014,Natural Gas and Natural Gas Liquids Suppliers,ND,33793.844,1
2014,Natural Gas and Natural Gas Liquids Suppliers,OK,31704.604,1
2014,Natural Gas and Natural Gas Liquids Suppliers,TX,1011886.013,5
2014,Natural Gas and Natural Gas Liquids Suppliers,WY,696062.416,4
2014,Petroleum and Natural Gas Systems,AK,7133695.096,8
2014,Petroleum and Natural Gas Systems,AL,669311.007,5
2014,Petroleum and Natural Gas Systems,AR,147731.114,2
2014,Petroleum and Natural Gas Systems,AZ,294024.174,5
2014,Petroleum and Natural Gas Systems,CA,293336.17,6
2014,Petroleum and Natural Gas Systems,CO,2055621.612,8
2014,Petroleum and Natural Gas Systems,CT,152254.126,3
2014,Petroleum and Natural Gas Systems,FL,127392.29000000001,3
2014,Petroleum and Natural Gas Systems,HI,25041.61,1
2014,Petroleum and Natural Gas Systems,IA,175854.02,3
2014,Petroleum and Natural Gas Systems,ID,121803.652,2
2014,Petroleum and Natural Gas Systems,IL,166067.46600000001,3
2014,Petroleum and Natural Gas Systems,IN,59953.424,1
2014,Petroleum and Natural Gas Systems,KS,152052.03,3
2014,Petroleum and Natural Gas Systems,KY,36470.628,1
2014,Petroleum and Natural Gas Systems,LA,2865303.572,28
2014,Petroleum and Natural Gas Systems,MA,30691.288,1
2014,Petroleum and Natural Gas Systems,MI,683395.2679999999,4
2014,Petroleum and Natural Gas Systems,MN,295507.444,3
2014,Petroleum and Natural Gas Systems,MS,533753.944,9
2014,Petroleum and Natural Gas Systems,ND,847671.566,9
2014,Petroleum and Natural Gas Systems,NJ,71692.188,1
2014,Petroleum and Natural Gas Systems,NM,785776.524,5
2014,Petroleum and Natural Gas Systems,NV,179023.28600000002,2
2014,Petroleum and Natural Gas Systems,NY,229452.418,3
2014,Petroleum and Natural Gas Systems,OH,15560.91,1
2014,Petroleum and Natural Gas Systems,OK,942092.9349999999,12
2014,Petroleum and Natural Gas Systems,OR,52745.662,1
2014,Petroleum and Natural Gas Systems,PA,383286.232,6
2014,Petroleum and Natural Gas Systems,SC,3182447.462,1
2014,Petroleum and Natural Gas Systems,TX,4533253.1280000005,28
2014,Petroleum and Natural Gas Systems,UT,269221.468,4
2014,Petroleum and Natural Gas Systems,WA,75083.874,1
2014,Petroleum and Natural Gas Systems,WV,98210.298,3
2014,Petroleum and Natural Gas Systems,WY,1171247.042,7
2014,Petroleum Product Suppliers,AK,525680.146,1
2014,Petroleum Product Suppliers,AL,410074.642,1
2014,Petroleum Product Suppliers,CA,985280.811,3
2014,Petroleum Product Suppliers,IL,4165093.618,2
2014,Petroleum Product Suppliers,IN,203282.77,1
2014,Petroleum Product Suppliers,KY,2129138.636,1
2014,Petroleum Product Suppliers,LA,12639728.277999999,6
2014,Petroleum Product Suppliers,MI,906553.662,1
2014,Petroleum Product Suppliers,MS,29321.072,1
2014,Petroleum Product Suppliers,ND,691295.58,1
2014,Petroleum Product Suppliers,NJ,151642.292,1
2014,Petroleum Product Suppliers,NV,14195.818,1
2014,Petroleum Product Suppliers,OH,3471113.87,3
2014,Petroleum Product Suppliers,OK,659400.7,1
2014,Petroleum Product Suppliers,PA,158750.984,1
2014,Petroleum Product Suppliers,TX,10953330.373,8
2014,Petroleum Product Suppliers,WA,3311169.366,3
2014,Petroleum Product Suppliers,WY,162492.198,1
2014,Power Plants,AK,1076230.1639999999,5
2014,Power Plants,AL,35925024.826,8
2014,Power Plants,AR,4159598.608,2
2014,Power Plants,AZ,17092376.966000002,7
2014,Power Plants,CA,12924685.092,22
2014,Power Plants,CO,22195092.032,10
2014,Power Plants,CT,5294976.516,5
2014,Power Plants,DC,230883.356,2
2014,Power Plants,DE,104672.094,1
2014,Power Plants,FL,44537858.382,16
2014,Power Plants,GA,21039571.54,7
2014,Power Plants,GU,439003.742,1
2014,Power Plants,HI,877791.064,5
2014,Power Plants,IA,17653866.788,3
2014,Power Plants,ID,461464.94,1
2014,Power Plants,IL,16322356.732,3
2014,Power Plants,IN,11126364.51,4
