facility_id,facility_name,primary_sector,state,year,emissions,predicted,error_pct
1000583,Emporia Energy Center,Power Plants,KS,2022,251641.52,288119.9691623662,14.496196479168539
1000583,Emporia Energy Center,Power Plants,KS,2023,794868.796,296447.5696038608,62.70484247266126
1000586,Spring Creek Energy Center,Power Plants,OK,2021,42945.84,40772.51928801459,5.060608226513686
1000586,Spring Creek Energy Center,Power Plants,OK,2022,62540.968,42771.168386255325,31.610958777844107
1000586,Spring Creek Energy Center,Power Plants,OK,2023,132886.608,44867.79029284001,66.23603313522757
1000588,Cleveland-Cliffs Steel LLC,Metals,IN,2021,2719616.132,3247413.8231615205,19.407065760173257
1000588,Cleveland-Cliffs Steel LLC,Metals,IN,2022,1023643.764,3140700.897595749,206.81580917594968
1000588,Cleveland-Cliffs Steel LLC,Metals,IN,2023,703786.832,3037494.65430176,331.59299324625044
1000589,GEORGIA-PACIFIC BROADWAY LLC,Pulp and Paper,WI,2021,314823.798,301978.6781912838,4.080098102595228
1000589,GEORGIA-PACIFIC BROADWAY LLC,Pulp and Paper,WI,2022,296405.606,267641.0605423942,9.70445392237482
1000589,GEORGIA-PACIFIC BROADWAY LLC,Pulp and Paper,WI,2023,318363.4205200284,237207.93043170945,25.491461913481174
1000590,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,Pulp and Paper,WI,2021,42535.878,44433.34160896832,4.4608544555453316
1000590,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,Pulp and Paper,WI,2022,30567.93,43179.35589353978,41.25704911500315
1000590,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,Pulp and Paper,WI,2023,18674.60962939942,41960.759822859036,124.69417383054827
1000591,ENERGY CENTER MINNEAPOLIS,Power Plants,MN,2021,90754.908,93991.36761218512,3.566153813064436
1000591,ENERGY CENTER MINNEAPOLIS,Power Plants,MN,2022,94662.22,94611.45891346199,0.05362338484985037
1000591,ENERGY CENTER MINNEAPOLIS,Power Plants,MN,2023,87180.02,95235.64115661671,9.240214852688384
1000592,RUBICON LLC - GEISMAR PLANT,Chemicals,LA,2021,64131.176,63928.352094893045,0.31626412886449184
1000592,RUBICON LLC - GEISMAR PLANT,Chemicals,LA,2022,61476.588,63976.68563182318,4.066747542695728
1000592,RUBICON LLC - GEISMAR PLANT,Chemicals,LA,2023,66207.42,64025.05571170695,3.2962533327730497
1000593,JGT2 Mill,Pulp and Paper,ME,2021,60069.882,108078.87965515994,79.92191104214245
1000593,JGT2 Mill,Pulp and Paper,ME,2022,48537.472,100920.66840528502,107.92320705389233
1000593,JGT2 Mill,Pulp and Paper,ME,2023,43345.456,94236.55522583167,117.40815283113339
1000595,LAS VEGAS GENERATING STATION,Power Plants,NV,2021,156701.872,143805.78414458988,8.229696104338895
1000595,LAS VEGAS GENERATING STATION,Power Plants,NV,2022,136842.444,143876.46150307235,5.140230835889166
1000595,LAS VEGAS GENERATING STATION,Power Plants,NV,2023,160582.704,143947.17359791143,10.359478317221864
1000596,Greenleaf Energy Unit 2 LLC,Power Plants,CA,2021,55670.14,76028.88320684915,36.570310774948915
1000596,Greenleaf Energy Unit 2 LLC,Power Plants,CA,2022,34747.12,70485.78924016276,102.85361560947428
1000596,Greenleaf Energy Unit 2 LLC,Power Plants,CA,2023,8597.568,65346.82972116949,660.0617956283626
1000597,"Calpine King City Cogen, LLC",Power Plants,CA,2021,40326.048,69681.23880631819,72.79461356173107
1000597,"Calpine King City Cogen, LLC",Power Plants,CA,2022,29260.84,60276.50747439162,105.99718762137935
1000597,"Calpine King City Cogen, LLC",Power Plants,CA,2023,29886.336,52141.11309658506,74.46472226165517
1000602,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",Pulp and Paper,LA,2021,356208.834,438249.0898763926,23.031505130047577
1000602,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",Pulp and Paper,LA,2022,375386.332,465612.19303569366,24.035467821906117
1000602,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",Pulp and Paper,LA,2023,356945.918,494683.77530379867,38.587878543493716
1000603,Addis Carbon Black Plant,Chemicals,LA,2021,291960,295605.2441093571,1.2485423035200456
1000603,Addis Carbon Black Plant,Chemicals,LA,2022,307353,290275.6490934898,5.556266217186817
1000603,Addis Carbon Black Plant,Chemicals,LA,2023,280794.636,285042.14365519036,1.5126740723032766
1000604,Big Spring Carbon Black Plant,Chemicals,TX,2021,256012.016,263957.28549057327,3.1034752253867897
1000604,Big Spring Carbon Black Plant,Chemicals,TX,2022,258389.864,257173.55307897323,0.470727025510092
1000604,Big Spring Carbon Black Plant,Chemicals,TX,2023,237338.688,250564.16336583966,5.572406031771637
1000605,Borger Carbon Black Plant,Chemicals,TX,2021,249408.856,254195.2940169121,1.9191130955318259
1000605,Borger Carbon Black Plant,Chemicals,TX,2022,256422.972,247512.69154901366,3.474837055935202
1000605,Borger Carbon Black Plant,Chemicals,TX,2023,254319.144,241005.76965740902,5.234908443459915
1000606,LAMB WESTON INCORPORATED,Other,ID,2021,68670.7,75310.06760926639,9.668414053251817
1000606,LAMB WESTON INCORPORATED,Other,ID,2022,74001.392,75997.11762734187,2.696875793014624
1000606,LAMB WESTON INCORPORATED,Other,ID,2023,63053.068,76690.43556871514,21.62839652578863
1000607,LAMB WESTON,Other,WA,2021,32423.228,32065.97229202319,1.101851141955417
1000607,LAMB WESTON,Other,WA,2022,30212.336,31260.692178477126,3.4699606759210093
1000607,LAMB WESTON,Other,WA,2023,26956.448,30475.635249039293,13.055085184217491
1000609,LAMB WESTON INC. Hermiston,Other,OR,2021,46205.754,38528.55723904662,16.615239653817536
1000609,LAMB WESTON INC. Hermiston,Other,OR,2022,40688.23,39435.57914746108,3.0786565366419762
1000609,LAMB WESTON INC. Hermiston,Other,OR,2023,36902.232,40363.95375634747,9.380792349762121
1000610,LAMB WESTON RDO FROZEN,Other,MN,2021,38576.9,40159.44910255225,4.102323158554082
1000610,LAMB WESTON RDO FROZEN,Other,MN,2022,33565.31,40345.21806571565,20.199152236984112
1000610,LAMB WESTON RDO FROZEN,Other,MN,2023,35239.204,40531.84635609707,15.01918816354953
1000611,LAMB WESTON INC. PASCO,Other,WA,2021,40296.948,42608.317454440396,5.7358424624127835
1000611,LAMB WESTON INC. PASCO,Other,WA,2022,39066.452,41968.51089993265,7.428519231622699
1000611,LAMB WESTON INC. PASCO,Other,WA,2023,35749.916,41338.311681542444,15.63191276181585
1000614,Lamb Weston Inc.,Other,WA,2021,76831.328,76541.64837419242,0.37703321463814526
1000614,Lamb Weston Inc.,Other,WA,2022,81536.458,83997.0287036668,3.0177552030366623
1000614,Lamb Weston Inc.,Other,WA,2023,74726.36,92178.58487384685,23.354844092294673
1000615,Lamb Weston Twin Falls,Other,ID,2021,57012.746,67874.54740606541,19.051531750576284
1000615,Lamb Weston Twin Falls,Other,ID,2022,83958.326,69854.4808957675,16.798625909040283
1000615,Lamb Weston Twin Falls,Other,ID,2023,83139.25,71892.17000629459,13.528002710759853
1000618,LUBRIZOL CORPORATION,Chemicals,OH,2021,30038.034,32908.88575381024,9.557388988274793
1000618,LUBRIZOL CORPORATION,Chemicals,OH,2022,32494.972,33128.06243035095,1.948271967586078
1000618,LUBRIZOL CORPORATION,Chemicals,OH,2023,33808.066,33348.698846850726,1.3587501667479966
1000619,LUBRIZOL BAYPORT PLANT,Chemicals,TX,2021,20435.524,24928.021798238995,21.983766103766136
1000619,LUBRIZOL BAYPORT PLANT,Chemicals,TX,2022,23258.712,24159.1717249653,3.8714943672087325
1000619,LUBRIZOL BAYPORT PLANT,Chemicals,TX,2023,20145.724,23414.03514327784,16.22334914981384
1000620,LUBRIZOL DEER PARK PLANT,Chemicals,TX,2021,110717.384,111130.28028067743,0.37292813988219015
1000620,LUBRIZOL DEER PARK PLANT,Chemicals,TX,2022,105140.504,111122.59100175847,5.689612256146753
1000620,LUBRIZOL DEER PARK PLANT,Chemicals,TX,2023,102177.916,111114.9022548732,8.746494942090232
1000623,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,Waste,MD,2021,215247.25,205789.30775139347,4.393989818037875
1000623,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,Waste,MD,2022,218272.332,204639.57457829366,6.245756068481615
1000623,MONTGOMERY COUNTY RESOURCE RECOVERY FACILITY,Waste,MD,2023,219463.264,203496.26489912445,7.275476911195282
1000624,WestRock Tacoma Mill,Pulp and Paper,WA,2021,151807.612,127649.45532625355,15.913666222314626
1000624,WestRock Tacoma Mill,Pulp and Paper,WA,2022,130929.074,127648.48877387652,2.505620123856882
1000624,WestRock Tacoma Mill,Pulp and Paper,WA,2023,118773.75,127647.5222288184,7.47115606673899
1000625,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,Chemicals,LA,2021,34680.836,25295.39577043406,27.06232407305851
1000625,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,Chemicals,LA,2022,37724.934,17341.522972382823,54.03166782907341
1000625,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,Chemicals,LA,2023,31350.186,11888.662337245607,62.07785709071835
1000627,ADVANSIX INC - CHESTERFIELD PLANT,Other,VA,2021,59228.576,62620.679551467925,5.727140141724704
1000627,ADVANSIX INC - CHESTERFIELD PLANT,Other,VA,2022,60013.56,65052.71080920969,8.396687030747204
1000627,ADVANSIX INC - CHESTERFIELD PLANT,Other,VA,2023,60212.47,67579.19610483476,12.234552252772152
1000628,HONEYWELL - UOP LLC,Chemicals,AL,2021,43568.736,48883.2739889666,12.198054102296197
1000628,HONEYWELL - UOP LLC,Chemicals,AL,2022,48371.568,48909.42875430664,1.1119357435480264
1000628,HONEYWELL - UOP LLC,Chemicals,AL,2023,44995.98,48935.5975136306,8.755487742750791
1000629,UOP.LLC SHREVEPORT,Chemicals,LA,2021,45901.528,52057.850802720764,13.412021496802387
1000629,UOP.LLC SHREVEPORT,Chemicals,LA,2022,55463.892,54713.80481973373,1.3523882894230959
1000629,UOP.LLC SHREVEPORT,Chemicals,LA,2023,55125.792,57505.2636958933,4.31643992687361
1000630,ADVANSIX INCORPORATED - HOPEWELL,Chemicals,VA,2021,1206917.816,1089724.1899458368,9.7101579329212
1000630,ADVANSIX INCORPORATED - HOPEWELL,Chemicals,VA,2022,1163957.716,1096350.2593370061,5.808411743283111
1000630,ADVANSIX INCORPORATED - HOPEWELL,Chemicals,VA,2023,1227774.444,1103016.6185519525,10.161298441886071
1000631,HONEYWELL INTERNATIONAL INC,Chemicals,IL,2021,443.746,1460.7242598168314,229.18026524562057
1000631,HONEYWELL INTERNATIONAL INC,Chemicals,IL,2022,3829.734,1043.5431517433524,72.75155006213612
1000631,HONEYWELL INTERNATIONAL INC,Chemicals,IL,2023,14136.696,745.508471042307,94.72643062394278
1000633,ROANOKE CEMENT CO - CLOVERDALE,Minerals,VA,2021,911696.98,873293.3804130444,4.212320587807105
1000633,ROANOKE CEMENT CO - CLOVERDALE,Minerals,VA,2022,844971.1,893238.7271202413,5.7123405901386795
1000633,ROANOKE CEMENT CO - CLOVERDALE,Minerals,VA,2023,799496.87,913639.610150274,14.276821390216826
1000637,Boeing-St. Louis,Other,MO,2021,32059.98,30161.612220274077,5.921300573880341
1000637,Boeing-St. Louis,Other,MO,2022,30377.236,30424.295846952995,0.1549181332791243
1000637,Boeing-St. Louis,Other,MO,2023,28384.844,30689.267238862143,8.118498868135903
1000638,BOEING HELICOPTER DIV,Other,PA,2021,22704.562,22681.46625853826,0.10172291128866764
1000638,BOEING HELICOPTER DIV,Other,PA,2022,23548.656,22362.224965816677,5.03821124306764
1000638,BOEING HELICOPTER DIV,Other,PA,2023,23332.256,22047.47698943615,5.506450000222234
1000639,THE BOEING COMPANY,Other,WA,2021,34746.02,35515.17580673397,2.2136515397561274
1000639,THE BOEING COMPANY,Other,WA,2022,34665.12,35190.541437357,1.5157063854300787
1000639,THE BOEING COMPANY,Other,WA,2023,33303.224,34868.874460689905,4.701197880090838
1000640,Boeing Commercial Airplanes - Everett,Other,WA,2021,67480.496,73165.51600004094,8.424686149374093
1000640,Boeing Commercial Airplanes - Everett,Other,WA,2022,69711.088,73251.54598108424,5.078758749374619
1000640,Boeing Commercial Airplanes - Everett,Other,WA,2023,66124.498,73337.67711849263,10.908482236784051
1000644,Perryman,Power Plants,MD,2021,144431.93,203189.07214145001,40.68154606910676
1000644,Perryman,Power Plants,MD,2022,200550.138,222384.73984038876,10.887353186657371
1000644,Perryman,Power Plants,MD,2023,152742.892,243393.85968281468,59.34873073034043
1000649,Chalk Point,Power Plants,MD,2021,882116.634,541073.302273064,38.661931833260944
1000649,Chalk Point,Power Plants,MD,2022,193156.71,440856.09378956095,128.23752474845992
1000649,Chalk Point,Power Plants,MD,2023,471263.122,359201.0446919173,23.779089021967366
1000650,Dickerson,Power Plants,MD,2021,126667.294,218574.78812059367,72.55818863596602
1000650,Dickerson,Power Plants,MD,2022,77290.18,181610.57885784726,134.97238440620436
1000650,Dickerson,Power Plants,MD,2023,198237.71,150897.5606778814,23.88049646160591
1000651,Morgantown,Power Plants,MD,2021,1511249.048,1553991.0990034519,2.828259912554924
1000651,Morgantown,Power Plants,MD,2022,1284748.98,1361406.901152086,5.966762561826357
1000651,Morgantown,Power Plants,MD,2023,470.792,1192689.4251151748,253236.80799911107
1000653,Mystic,Power Plants,MA,2021,494753.902,1010230.1999219566,104.18842496000298
1000653,Mystic,Power Plants,MA,2022,648963.496,909095.5841040227,40.0842404399311
1000653,Mystic,Power Plants,MA,2023,528357.044,818085.6017779714,54.835751896963714
1000655,Medway Station,Power Plants,MA,2021,100642.03,33321.40388021915,66.89116477457863
1000655,Medway Station,Power Plants,MA,2022,127144.62,41369.70702107587,67.46247932387868
1000655,Medway Station,Power Plants,MA,2023,96770.414,51361.96137359138,46.92390034252475
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),Other,MA,2021,76533.248,80111.77373856916,4.67577926206549
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),Other,MA,2022,76377.508,81252.7075023162,6.383030331804229
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),Other,MA,2023,79476.042,82409.89018669653,3.69148753871831
1000657,Kendall Green Energy,Power Plants,MA,2021,659907.17,725703.5166396591,9.970545802625393
1000657,Kendall Green Energy,Power Plants,MA,2022,677634.464,747779.0369065453,10.351388046660102
1000657,Kendall Green Energy,Power Plants,MA,2023,788059.912,770526.0829189733,2.224936050423882
1000658,Canal Station,Power Plants,MA,2021,145531.386,110353.73438310986,24.1718660034545
1000658,Canal Station,Power Plants,MA,2022,377227.564,114634.87021663217,69.61121583982867
1000658,Canal Station,Power Plants,MA,2023,59860.608,119082.09126809028,98.93231165993215
1000665,Potter,Power Plants,MA,2021,13611.384,14003.454316695175,2.880458862193406
1000665,Potter,Power Plants,MA,2022,21000.348,12514.741072945897,40.40698243216781
1000665,Potter,Power Plants,MA,2023,18346.996,11184.293573633153,39.040191791434665
1000667,Cleary Flood,Power Plants,MA,2021,7657.018,36641.73392602505,378.53791026774456
1000667,Cleary Flood,Power Plants,MA,2022,16753.524,34650.31409749429,106.82403354359526
1000667,Cleary Flood,Power Plants,MA,2023,31764.358,32767.124762134827,3.156892899062611
1000669,Sand Hill Energy Center,Power Plants,TX,2021,623937.688,704457.3431846495,12.905079582987062
1000669,Sand Hill Energy Center,Power Plants,TX,2022,731654.792,710789.9222832068,2.851736904470815
1000669,Sand Hill Energy Center,Power Plants,TX,2023,838022.836,717179.4268413774,14.42006159825251
1000670,J H Campbell,Power Plants,MI,2021,8350611.516,7084446.771870973,15.162539194920289
1000670,J H Campbell,Power Plants,MI,2022,7781612.36,6978316.79314554,10.322996439448188
1000670,J H Campbell,Power Plants,MI,2023,6673593.492,6873776.715896828,2.999631669756317
1000674,Delray,Power Plants,MI,2021,15692.74,13400.428860957003,14.607462680468783
1000674,Delray,Power Plants,MI,2022,28522.996,13515.81445383536,52.614324056857974
1000674,Delray,Power Plants,MI,2023,14141.196,13632.193584695377,3.599429746286123
1000676,Monroe,Power Plants,MI,2021,14379177.936,13935419.861012893,3.086115749886551
1000676,Monroe,Power Plants,MI,2022,14908126.224,13812228.785801273,7.351007240832755
1000676,Monroe,Power Plants,MI,2023,11413347.438,13690126.737053381,19.948392103380584
1000678,St. Clair,Power Plants,MI,2021,3546722,2867818.2895136857,19.14172327254051
1000678,St. Clair,Power Plants,MI,2022,1712478.774,2645323.6547627244,54.473368950657985
1000678,St. Clair,Power Plants,MI,2023,448.548,2440090.8746676138,543897.7158894062
1000679,Trenton Channel,Power Plants,MI,2021,1222448.848,762441.4658049435,37.62999024029973
1000679,Trenton Channel,Power Plants,MI,2022,639975.25,645377.2708199791,0.8440983959893976
1000679,Trenton Channel,Power Plants,MI,2023,1079.526,546286.9484037238,50504.334532352514
1000682,Eckert Station,Power Plants,MI,2021,289659.924,368048.4017615996,27.06224481423243
1000682,Eckert Station,Power Plants,MI,2022,295283.052,319384.0078829174,8.161984143579424
1000682,Eckert Station,Power Plants,MI,2023,254165.808,277154.1569074095,9.04462684745129
1000683,Erickson,Power Plants,MI,2021,890651.59,886834.2617290001,0.42859950106863126
1000683,Erickson,Power Plants,MI,2022,1287580.248,868650.7172375123,32.53618804833418
1000683,Erickson,Power Plants,MI,2023,396357.776,850840.0059850425,114.66464328557603
1000686,Laskin Energy Center,Power Plants,MN,2021,70323.94,4707.652494757813,93.30576117498846
1000686,Laskin Energy Center,Power Plants,MN,2022,90791.364,2930.578711068774,96.7721834082493
1000686,Laskin Energy Center,Power Plants,MN,2023,76456.916,1824.3257316322645,97.6139166643443
1000687,Boswell Energy Center,Power Plants,MN,2021,5325017.382,5554826.5010535065,4.315650120323049
1000687,Boswell Energy Center,Power Plants,MN,2022,5374491.838,5339605.860792346,0.6491028037477904
1000687,Boswell Energy Center,Power Plants,MN,2023,5196645.978,5132723.901133657,1.2300641055203065
1000688,Hibbard Energy Center,Power Plants,MN,2021,29105.232,17416.180684920153,40.16134045961168
1000688,Hibbard Energy Center,Power Plants,MN,2022,28755.278,14866.868070922406,48.2986460053615
1000688,Hibbard Energy Center,Power Plants,MN,2023,13101.564,12690.713896278447,3.135885942484071
1000689,Black Dog,Power Plants,MN,2021,840228.736,436887.2692856905,48.00376962045601
1000689,Black Dog,Power Plants,MN,2022,362264.956,388965.82108757837,7.370534920738611
1000689,Black Dog,Power Plants,MN,2023,824751.244,346300.79796488525,58.01148522245997
1000690,High Bridge,Power Plants,MN,2021,1272885.584,1227952.923680091,3.5299842251893225
1000690,High Bridge,Power Plants,MN,2022,756435.648,1345913.5587034146,77.92836208367252
1000690,High Bridge,Power Plants,MN,2023,990252.88,1475205.8263543188,48.97263680306779
1000691,Allen S King,Power Plants,MN,2021,1410073.796,1553253.0214610426,10.154023560128797
1000691,Allen S King,Power Plants,MN,2022,1266378.296,1432822.1239705933,13.143294424448445
1000691,Allen S King,Power Plants,MN,2023,998891.322,1321728.7914936722,32.31957895552446
1000693,Riverside (1927),Power Plants,MN,2021,533605.372,1124510.2976815263,110.73818906034671
1000693,Riverside (1927),Power Plants,MN,2022,577103.312,1234795.9009307239,113.9644454043133
1000693,Riverside (1927),Power Plants,MN,2023,950776.376,1355897.6917320618,42.60952690436449
1000695,Silver Lake,Power Plants,MN,2021,35587.216,23191.73999100743,34.83126077913082
1000695,Silver Lake,Power Plants,MN,2022,34235.772,20424.238935892557,40.342402864779686
1000695,Silver Lake,Power Plants,MN,2023,31911.88,17986.987447780066,43.63545034708057
1000696,Chevron Cogenerating Station,Power Plants,MS,2021,785156.13,760920.4489079042,3.0867339839906482
1000696,Chevron Cogenerating Station,Power Plants,MS,2022,806768.338,752318.3674543723,6.749145694117169
1000696,Chevron Cogenerating Station,Power Plants,MS,2023,792226.382,743813.5311273704,6.110986956835472
1000698,Watson Electric Generating Plant,Power Plants,MS,2021,1214582.3,841186.8812260863,30.742702143272936
1000698,Watson Electric Generating Plant,Power Plants,MS,2022,1438793.716,758816.9050057323,47.260201614215816
1000698,Watson Electric Generating Plant,Power Plants,MS,2023,1839378.232,684512.6905488658,62.78564796297612
1000703,Moselle Generating Plant,Power Plants,MS,2021,638886.884,762596.0176949843,19.3632295157564
1000703,Moselle Generating Plant,Power Plants,MS,2022,594491.396,824432.0840039552,38.67855608190422
1000703,Moselle Generating Plant,Power Plants,MS,2023,1027892.588,891282.2062584662,13.290336299373507
1000704,EVONIK SUPERABSORBER LLC,Chemicals,NC,2021,31997.98,26829.586543445563,16.152249162460997
1000704,EVONIK SUPERABSORBER LLC,Chemicals,NC,2022,34254.372,25100.60307626638,26.72292145286921
1000704,EVONIK SUPERABSORBER LLC,Chemicals,NC,2023,36504.464,23483.04077560194,35.67076953765999
1000705,Hawthorn Generating Station,Power Plants,MO,2021,2665529.716,2230677.3266111184,16.313920147978635
1000705,Hawthorn Generating Station,Power Plants,MO,2022,3285061.484,2124637.0425751214,35.32428379428404
1000705,Hawthorn Generating Station,Power Plants,MO,2023,2437549.376,2023637.622900945,16.980651024935597
1000708,SOLUTIA INC ANNISTON PLANT,Chemicals,AL,2021,5711.328,2707.8852226140557,52.58746787762749
1000708,SOLUTIA INC ANNISTON PLANT,Chemicals,AL,2022,3656.936,1968.43993139074,46.172426003880304
1000708,SOLUTIA INC ANNISTON PLANT,Chemicals,AL,2023,2129.892,1430.9158051215682,32.81744778037721
1000709,Columbia,Power Plants,MO,2021,16148.44,9489.749307642747,41.2342659251126
1000709,Columbia,Power Plants,MO,2022,2523.792,7768.649833431908,207.81656465476982
1000709,Columbia,Power Plants,MO,2023,3822.736,6359.695949594376,66.36503147469183
1000713,James River,Power Plants,MO,2021,81070.648,55077.317022433344,32.06256717914313
1000713,James River,Power Plants,MO,2022,107350.13,42053.52076799598,60.82583154021707
1000713,James River,Power Plants,MO,2023,99439.42,32109.381948723974,67.70960455247629
1000714,ROANOKE ELECTRIC STEEL CORPORATION,Metals,VA,2021,100255.516,143098.88478858248,42.73417613109933
1000714,ROANOKE ELECTRIC STEEL CORPORATION,Metals,VA,2022,113493.924,169277.5640096137,49.15121272008685
1000714,ROANOKE ELECTRIC STEEL CORPORATION,Metals,VA,2023,97145.072,200245.40176790516,106.13027263792152
1000715,New Madrid Power Plant,Power Plants,MO,2021,4979194.24,5780539.847642544,16.093881238956115
1000715,New Madrid Power Plant,Power Plants,MO,2022,6803655.574,5679519.482014192,16.52253086240382
1000715,New Madrid Power Plant,Power Plants,MO,2023,4327992.374,5580264.542200854,28.934250802375704
1000716,Thomas Hill Energy Center,Power Plants,MO,2021,8257226.386,7049236.895950073,14.629482511198363
1000716,Thomas Hill Energy Center,Power Plants,MO,2022,7014056.382,6986396.26811733,0.39435260249195664
1000716,Thomas Hill Energy Center,Power Plants,MO,2023,5958155.97,6924115.834893563,16.21239641522112
1000722,Lon D Wright Power Plant,Power Plants,NE,2021,553501.806,491411.3107791399,11.217758379068425
1000722,Lon D Wright Power Plant,Power Plants,NE,2022,493535.106,484715.7905694529,1.7869682061780443
1000722,Lon D Wright Power Plant,Power Plants,NE,2023,603710.716,478111.4973826174,20.80453688971501
1000725,Sarpy County Station,Power Plants,NE,2021,92057.812,54722.32808896482,40.556562338278454
1000725,Sarpy County Station,Power Plants,NE,2022,112678.718,56199.75956510127,50.123891571874935
1000725,Sarpy County Station,Power Plants,NE,2023,119769.22,57717.07976386523,51.80975565853628
1000726,Clark,Power Plants,NV,2021,515088.372,527621.2601722884,2.433152999285417
1000726,Clark,Power Plants,NV,2022,215327.096,565662.8155434423,162.6993193385389
1000726,Clark,Power Plants,NV,2023,309090.692,606447.1715640316,96.20363448668058
1000729,Merrimack,Power Plants,NH,2021,299851.394,189633.64308462632,36.75745823458592
1000729,Merrimack,Power Plants,NH,2022,335853.936,153059.53555527353,54.426755458577226
1000729,Merrimack,Power Plants,NH,2023,171786.46,123539.37330593473,28.08550027404096
1000730,Schiller,Power Plants,NH,2021,853.136,35373.93135254239,4046.3414218298603
1000730,Schiller,Power Plants,NH,2022,1044.482,28628.308560882466,2640.909710352353
1000730,Schiller,Power Plants,NH,2023,687.738,23169.040582145815,3268.876022867111
1000733,Carlls Corner Energy Center,Power Plants,NJ,2021,7556.172,12031.980913049532,59.23381459619412
1000733,Carlls Corner Energy Center,Power Plants,NJ,2022,7796.21,10989.367040861805,40.95781207614733
1000733,Carlls Corner Energy Center,Power Plants,NJ,2023,4121.184,10037.099363065005,143.5489258199829
1000739,Brownsville CT,Power Plants,TN,2021,202846.223,291803.4810665657,43.85453017114631
1000739,Brownsville CT,Power Plants,TN,2022,250987.82,317587.8794468482,26.53517586903148
1000739,Brownsville CT,Power Plants,TN,2023,105739.583,345650.64406663977,226.88860146785314
1000741,Gilbert Generating Station,Power Plants,NJ,2021,44073.978,12075.781167933772,72.60110905366025
1000741,Gilbert Generating Station,Power Plants,NJ,2022,59735.17,10928.01003856718,81.70590283987276
1000741,Gilbert Generating Station,Power Plants,NJ,2023,21318.02,9889.331525826172,53.61045948063576
1000742,Bergen,Power Plants,NJ,2021,737328.568,1035863.7814852678,40.488762600782316
1000742,Bergen,Power Plants,NJ,2022,887763.712,936821.3302750551,5.525976970216043
1000742,Bergen,Power Plants,NJ,2023,1111182.024,847248.6639120955,23.752486486219876
1000743,Burlington Generating Station,Power Plants,NJ,2021,9721.816,9015.541602536345,7.264840205406643
1000743,Burlington Generating Station,Power Plants,NJ,2022,31340.084,7417.394628230579,76.33256302621723
1000743,Burlington Generating Station,Power Plants,NJ,2023,14353.292,6102.544416790844,57.48331172534604
1000747,Kearny Generating Station,Power Plants,NJ,2021,85116.63,122210.96657119176,43.580598258168536
1000747,Kearny Generating Station,Power Plants,NJ,2022,146031.14,119189.9251264636,18.380473420625503
1000747,Kearny Generating Station,Power Plants,NJ,2023,85243.936,116243.56348884932,36.365786170231885
1000751,Howard M Down,Power Plants,NJ,2021,24024.712,73509.03013277311,205.97257579101517
1000751,Howard M Down,Power Plants,NJ,2022,37524.612,86079.43836827323,129.39461270984822
1000751,Howard M Down,Power Plants,NJ,2023,37792.058,100799.44867200506,166.72124781350905
1000752,Rio Grande,Power Plants,NM,2021,462085.636,520231.486014679,12.583349380433678
1000752,Rio Grande,Power Plants,NM,2022,359538.668,525563.0104589233,46.17704776581174
1000752,Rio Grande,Power Plants,NM,2023,532931.224,530949.1743351594,0.3719147191196821
1000753,Maddox,Power Plants,NM,2021,216385.848,386113.8025252172,78.43764095201696
1000753,Maddox,Power Plants,NM,2022,213845.904,409771.38140164607,91.61993460564297
1000753,Maddox,Power Plants,NM,2023,448162.58,434878.4837984318,2.964124358969953
1000754,Reeves Generating Station,Power Plants,NM,2021,86640.98,112686.70229320618,30.061666307567375
1000754,Reeves Generating Station,Power Plants,NM,2022,143530.168,120153.1676142976,16.28716855239966
1000754,Reeves Generating Station,Power Plants,NM,2023,289423.528,128114.35061952163,55.734645519378226
1000755,Cunningham,Power Plants,NM,2021,535685.564,797878.1092596893,48.94523259164948
1000755,Cunningham,Power Plants,NM,2022,680980.876,822132.5647855805,20.72770231297662
1000755,Cunningham,Power Plants,NM,2023,866328.288,847124.3241753455,2.2167074642095104
1000756,Naval Support Activity Bethesda,Other,MD,2021,37139.758,43866.87777427074,18.112987635166437
1000756,Naval Support Activity Bethesda,Other,MD,2022,41315.096,45663.3853861936,10.524698735284563
1000756,Naval Support Activity Bethesda,Other,MD,2023,38782.456,47533.46649510223,22.56435357034178
1000759,Arthur Kill,Power Plants,NY,2021,528558.29,491319.576115829,7.04533721042783
1000759,Arthur Kill,Power Plants,NY,2022,590550.685,464061.4449301059,21.418862645107957
1000759,Arthur Kill,Power Plants,NY,2023,635388.496,438315.57938951004,31.016129163674687
