year,primary_sector,state,p50,n_facilities
2027,Minerals,AL,3555276.559420324,7
2027,Minerals,AR,510727.24051741,3
2027,Minerals,AZ,1896926.023157374,2
2027,Minerals,CA,4624334.342966851,7
2027,Minerals,CO,276501.0678734141,3
2027,Minerals,GA,260090.47856329344,4
2027,Minerals,IA,1591693.969893976,6
2027,Minerals,ID,265901.54367148166,1
2027,Minerals,IL,1353320.2862925609,4
2027,Minerals,IN,2269867.961625734,9
2027,Minerals,KS,2961518.068557219,4
2027,Minerals,KY,2779977.975102993,5
2027,Minerals,MI,3928816.6780105983,7
2027,Minerals,MN,1620185.3103749761,6
2027,Minerals,MO,8338320.696011382,8
2027,Minerals,MS,28926.849305219424,1
2027,Minerals,MT,736887.7450649538,3
2027,Minerals,NC,367662.9851892959,5
2027,Minerals,ND,1341906.2444711886,3
2027,Minerals,NE,616255.6193895894,1
2027,Minerals,NJ,119329.99221352514,3
2027,Minerals,NM,48357.48790358704,1
2027,Minerals,NV,904612.3128572549,2
2027,Minerals,NY,377570.7418535078,5
2027,Minerals,OH,2463660.8334774775,9
2027,Minerals,OK,891651.6611593347,6
2027,Minerals,PA,2884722.6848989855,11
2027,Minerals,SC,2607397.87088152,5
2027,Minerals,SD,259404.06765822734,1
2027,Minerals,TN,1364577.507322747,6
2027,Minerals,TX,4265408.393477039,11
2027,Minerals,UT,666130.9365845055,1
2027,Minerals,VA,111309.66006012927,2
2027,Minerals,WA,581339.8063364074,4
2027,Minerals,WI,1059495.3750158213,6
2027,Minerals,WV,391031.8929027091,2
2027,Minerals,WY,3266003.8203315847,5
2027,Natural Gas and Natural Gas Liquids Suppliers,AL,234191.90412499305,2
2027,Natural Gas and Natural Gas Liquids Suppliers,CA,27018.417269757592,1
2027,Natural Gas and Natural Gas Liquids Suppliers,CO,382540.07720482803,1
2027,Natural Gas and Natural Gas Liquids Suppliers,IL,319775.9707957052,1
2027,Natural Gas and Natural Gas Liquids Suppliers,LA,304296.4424424853,4
2027,Natural Gas and Natural Gas Liquids Suppliers,MN,25567.443546712508,1
2027,Natural Gas and Natural Gas Liquids Suppliers,ND,26433.78988102716,1
2027,Natural Gas and Natural Gas Liquids Suppliers,OK,32979.65984299127,1
2027,Natural Gas and Natural Gas Liquids Suppliers,TX,1165984.9830695167,5
2027,Natural Gas and Natural Gas Liquids Suppliers,WY,366709.04024735175,4
2027,Petroleum and Natural Gas Systems,AK,7414012.705361578,8
2027,Petroleum and Natural Gas Systems,AL,582561.0486063325,5
2027,Petroleum and Natural Gas Systems,AR,79631.96500154531,2
2027,Petroleum and Natural Gas Systems,AZ,326933.96693669225,5
2027,Petroleum and Natural Gas Systems,CA,553172.8261067611,6
2027,Petroleum and Natural Gas Systems,CO,1665980.0761916,8
2027,Petroleum and Natural Gas Systems,CT,189406.58815344938,3
2027,Petroleum and Natural Gas Systems,FL,140415.35244641942,3
2027,Petroleum and Natural Gas Systems,HI,24932.755225188503,1
2027,Petroleum and Natural Gas Systems,IA,162726.50573679392,3
2027,Petroleum and Natural Gas Systems,ID,273332.98487681174,2
2027,Petroleum and Natural Gas Systems,IL,126018.75315708593,3
2027,Petroleum and Natural Gas Systems,IN,89071.81302007522,1
2027,Petroleum and Natural Gas Systems,KS,79489.53031454327,3
2027,Petroleum and Natural Gas Systems,KY,14503.94285132736,1
2027,Petroleum and Natural Gas Systems,LA,3864528.7497077114,28
2027,Petroleum and Natural Gas Systems,MA,30572.38973426724,1
2027,Petroleum and Natural Gas Systems,MI,614268.5149301238,4
2027,Petroleum and Natural Gas Systems,MN,278383.58384587767,3
2027,Petroleum and Natural Gas Systems,MS,472531.68293418514,9
2027,Petroleum and Natural Gas Systems,ND,893577.7288842852,9
2027,Petroleum and Natural Gas Systems,NJ,73086.10157742571,1
2027,Petroleum and Natural Gas Systems,NM,599383.44112026,5
2027,Petroleum and Natural Gas Systems,NV,137181.57191277415,2
2027,Petroleum and Natural Gas Systems,NY,246766.41881065967,3
2027,Petroleum and Natural Gas Systems,OH,18402.7485712151,1
2027,Petroleum and Natural Gas Systems,OK,1024325.1511421995,12
2027,Petroleum and Natural Gas Systems,OR,62303.22950184335,1
2027,Petroleum and Natural Gas Systems,PA,440552.7827454723,6
2027,Petroleum and Natural Gas Systems,SC,1761189.9885976037,1
2027,Petroleum and Natural Gas Systems,TX,6472756.51617412,28
2027,Petroleum and Natural Gas Systems,UT,200934.3833083824,4
2027,Petroleum and Natural Gas Systems,WA,117112.77262755584,1
2027,Petroleum and Natural Gas Systems,WV,248827.5785326449,3
2027,Petroleum and Natural Gas Systems,WY,850363.6584204695,7
2027,Petroleum Product Suppliers,AK,480297.9673946221,1
2027,Petroleum Product Suppliers,AL,386965.446535655,1
2027,Petroleum Product Suppliers,CA,1024033.7580248915,3
2027,Petroleum Product Suppliers,IL,4216783.965029312,2
2027,Petroleum Product Suppliers,IN,201366.86546069893,1
2027,Petroleum Product Suppliers,KY,2058063.2833941479,1
2027,Petroleum Product Suppliers,LA,11633112.89110446,6
2027,Petroleum Product Suppliers,MI,877597.5645276791,1
2027,Petroleum Product Suppliers,MS,31498.780078588265,1
2027,Petroleum Product Suppliers,ND,680120.3973040406,1
2027,Petroleum Product Suppliers,NJ,2324.589075686027,1
2027,Petroleum Product Suppliers,NV,14313.769672740666,1
2027,Petroleum Product Suppliers,OH,2910732.7685334086,3
2027,Petroleum Product Suppliers,OK,403817.03294132405,1
2027,Petroleum Product Suppliers,PA,95901.89865953728,1
2027,Petroleum Product Suppliers,TX,9973982.510830112,8
2027,Petroleum Product Suppliers,WA,3082055.643694657,3
2027,Petroleum Product Suppliers,WY,155391.40358050072,1
2027,Power Plants,AK,1557259.3652003447,5
2027,Power Plants,AL,30811939.965560477,8
2027,Power Plants,AR,4356869.357978475,2
2027,Power Plants,AZ,18648017.302529063,7
2027,Power Plants,CA,10375936.077136908,22
2027,Power Plants,CO,16813959.74884876,10
2027,Power Plants,CT,5358002.213251417,5
2027,Power Plants,DC,167789.75662355014,2
2027,Power Plants,DE,49013.82365060331,1
2027,Power Plants,FL,37044698.95763942,16
2027,Power Plants,GA,19564523.64318467,7
2027,Power Plants,GU,369676.3872311777,1
2027,Power Plants,HI,707855.6468880444,5
2027,Power Plants,IA,8999001.402434135,3
2027,Power Plants,ID,836610.00768303,1
2027,Power Plants,IL,3999419.454524517,3
2027,Power Plants,IN,9202982.298828963,4
2027,Power Plants,KS,8384586.160423822,4
2027,Power Plants,KY,28902524.124201026,5
2027,Power Plants,LA,11127535.680087982,6
2027,Power Plants,MA,1241071.0308042052,5
2027,Power Plants,MD,70700.17100517788,1
2027,Power Plants,MI,25940940.767302226,12
2027,Power Plants,MN,4687440.849342825,7
2027,Power Plants,MO,23196096.59932546,8
2027,Power Plants,MS,16832451.70727286,8
2027,Power Plants,MT,10161355.794238256,2
2027,Power Plants,NC,4861113.8820770355,2
2027,Power Plants,ND,16504841.487704273,3
2027,Power Plants,NE,9093200.73733314,4
2027,Power Plants,NJ,4800345.232478638,5
2027,Power Plants,NM,5051468.415976429,6
2027,Power Plants,NV,5996829.0996369505,6
2027,Power Plants,NY,6727862.1061685365,20
2027,Power Plants,OH,35506761.44344029,12
2027,Power Plants,OK,6245617.30060688,4
2027,Power Plants,OR,2979255.1204826552,2
2027,Power Plants,PA,14636492.31920693,13
2027,Power Plants,PR,4864509.866283726,2
2027,Power Plants,RI,1499898.1148073259,1
2027,Power Plants,SC,6594876.361050594,5
2027,Power Plants,SD,1783492.0793603915,1
2027,Power Plants,TN,11364220.215085754,4
2027,Power Plants,TX,88235703.69436035,30
2027,Power Plants,UT,3976734.2151728678,3
2027,Power Plants,VA,939018.0412777468,2
2027,Power Plants,VI,236965.19756741205,1
2027,Power Plants,WA,2768498.087913612,4
2027,Power Plants,WI,16199672.674506024,10
2027,Power Plants,WV,24364330.903612252,5
2027,Power Plants,WY,5400480.7602455495,6
2027,Pulp and Paper,AL,1573329.5010050507,5
2027,Pulp and Paper,AR,771310.6016407504,3
2027,Pulp and Paper,CA,594875.326835297,3
2027,Pulp and Paper,CT,234514.04941452332,2
2027,Pulp and Paper,FL,306584.5763169602,1
2027,Pulp and Paper,GA,607448.0873603417,5
2027,Pulp and Paper,ID,324151.6004888781,1
2027,Pulp and Paper,IN,54358.99793025675,1
2027,Pulp and Paper,KY,47466.01854607577,1
2027,Pulp and Paper,LA,1608561.9295792154,5
2027,Pulp and Paper,ME,320018.994615871,1
2027,Pulp and Paper,MI,108784.12457646364,1
2027,Pulp and Paper,MN,142592.81366906382,1
2027,Pulp and Paper,MO,168570.24283409357,1
2027,Pulp and Paper,MS,224069.65101373548,2
2027,Pulp and Paper,NC,242661.95289255658,1
2027,Pulp and Paper,NJ,27086.96998612389,1
2027,Pulp and Paper,NY,516271.36030502,5
2027,Pulp and Paper,OH,112250.00023471432,2
2027,Pulp and Paper,OK,1047196.11918014,3
2027,Pulp and Paper,OR,451604.7357618677,2
2027,Pulp and Paper,PA,999341.0142916704,4
2027,Pulp and Paper,SC,308274.49320721766,3
2027,Pulp and Paper,TN,613895.7476021075,6
2027,Pulp and Paper,TX,613628.1881301608,2
2027,Pulp and Paper,UT,53511.3611091796,1
2027,Pulp and Paper,VA,1985906.6429882161,5
2027,Pulp and Paper,WA,197368.85792596958,2
2027,Pulp and Paper,WI,435489.1512630978,6
2027,Pulp and Paper,WV,26289.333199847806,1
2027,Refineries,TX,544443.1889045235,1
2027,Refineries,UT,513598.0145652999,1
2027,Waste,AK,252793.6292310531,3
2027,Waste,AL,1351991.6950844037,10
2027,Waste,AR,551575.9481676504,8
2027,Waste,AZ,343869.5882487363,8
2027,Waste,CA,1075628.0371885432,16
2027,Waste,CO,366112.3374524249,4
2027,Waste,CT,577842.131693725,4
2027,Waste,FL,4306090.201355028,22
2027,Waste,GA,1908385.1282240641,17
2027,Waste,HI,316.84511103881187,1
2027,Waste,IA,508299.27305538574,11
2027,Waste,ID,148069.0131425842,1
2027,Waste,IL,1080412.482102014,19
2027,Waste,IN,967226.2484143474,14
2027,Waste,KS,439258.3327370845,5
2027,Waste,KY,638424.0961953485,8
2027,Waste,LA,1386586.8294207312,8
2027,Waste,MA,487294.77781861194,3
2027,Waste,MD,693196.520232107,7
2027,Waste,ME,56104.063804364654,1
2027,Waste,MI,551127.5419715461,9
2027,Waste,MN,290689.5754828785,4
2027,Waste,MO,97599.64552373948,5
2027,Waste,MS,459659.8943633181,4
2027,Waste,NC,1913164.376270576,19
2027,Waste,ND,108582.15316902612,3
2027,Waste,NE,446479.2620670922,6
2027,Waste,NH,70198.77078186916,1
2027,Waste,NJ,386760.61310683383,6
2027,Waste,NM,137035.6125807966,2
2027,Waste,NV,43139.46449410531,1
2027,Waste,NY,1477693.3868001767,18
2027,Waste,OH,1362775.5812812983,13
2027,Waste,OK,236249.34818584291,5
2027,Waste,OR,255517.84164887172,1
2027,Waste,PA,1526091.5689569025,18
2027,Waste,PR,174556.33831687842,2
2027,Waste,SC,831142.021766329,11
2027,Waste,SD,54901.77202924269,1
2027,Waste,TN,788083.6475998457,10
2027,Waste,TX,3285354.560836973,29
2027,Waste,UT,372766.86477023,6
2027,Waste,VA,428243.1718136891,7
2027,Waste,VT,52749.38254816469,1
2027,Waste,WA,1043940.1643987995,9
2027,Waste,WI,526018.0051551978,10
2027,Waste,WV,499530.5142327558,5
2027,Waste,WY,62271.234484064145,1
2028,Other,AK,804831.8372597873,7
2028,Other,AL,414401.8604005873,7
2028,Other,AR,209915.2435297247,4
2028,Other,AZ,167374.20938941534,2
2028,Other,CA,3860146.785594465,33
2028,Other,CO,380493.81827681116,6
2028,Other,CT,558773.7231461433,9
2028,Other,DE,68307.6446828511,2
2028,Other,FL,303633.90031556104,5
2028,Other,GA,851353.517073541,15
2028,Other,IA,8846867.162101982,41
2028,Other,ID,526391.8514774143,8
2028,Other,IL,2493890.770272864,21
2028,Other,IN,4018592.6468036845,26
2028,Other,KS,772515.3256304599,14
2028,Other,KY,511619.0671422573,10
2028,Other,LA,395532.85998949443,4
2028,Other,MA,387432.72906061617,6
2028,Other,MD,450568.6539313402,4
2028,Other,ME,16886.21147091467,1
2028,Other,MI,1507930.9362946397,20
2028,Other,MN,1952249.4709255004,22
2028,Other,MO,745275.3608721083,13
2028,Other,MS,116290.75353967707,3
2028,Other,MT,42789.915606660536,1
2028,Other,NC,640802.1155921357,11
2028,Other,ND,356784.75807544775,5
2028,Other,NE,2677284.8471484873,19
2028,Other,NH,38715.91088651024,1
2028,Other,NJ,244695.9205071393,7
2028,Other,NM,102238.9557219379,3
2028,Other,NV,252925.27565754688,4
2028,Other,NY,1100914.3490204893,16
2028,Other,OH,1572430.4996110608,19
2028,Other,OK,430492.10998742544,8
2028,Other,OR,489690.4974182941,7
2028,Other,PA,5566493.272552509,11
2028,Other,RI,22999.157834886137,1
2028,Other,SC,383350.4327156083,6
2028,Other,SD,1215110.01311331,11
2028,Other,TN,1015650.5830896636,11
2028,Other,TX,9587806.995081317,25
2028,Other,UT,241993.38009481944,4
2028,Other,VA,684824.0400126742,10
2028,Other,VI,31653.662168097366,1
2028,Other,VT,54433.697846681105,2
2028,Other,WA,464633.070382694,8
2028,Other,WI,950746.8893366212,13
2028,Other,WV,2471629.6295007886,4
2028,Other,WY,35649.757311324196,1
2028,Chemicals,AK,589337.054685294,2
2028,Chemicals,AL,2733343.1818261505,7
2028,Chemicals,AR,2348535.750647857,6
2028,Chemicals,AZ,406717.9074397716,1
2028,Chemicals,CA,23653860.472109787,15
2028,Chemicals,CO,30134.70568426951,1
2028,Chemicals,DE,23195.556343485303,1
2028,Chemicals,FL,235872.7034506158,1
2028,Chemicals,GA,1465850.871722221,2
2028,Chemicals,HI,641508.7493952592,1
2028,Chemicals,IA,6150404.722739053,4
2028,Chemicals,ID,243112.7607009646,2
2028,Chemicals,IL,7528515.935871654,10
2028,Chemicals,IN,5278676.99675465,3
2028,Chemicals,KS,5065166.214671922,8
2028,Chemicals,KY,854363.3107342637,4
2028,Chemicals,LA,34195470.88625349,32
2028,Chemicals,MA,68368.92200115515,2
2028,Chemicals,MD,101886.02455782822,1
2028,Chemicals,MI,168121.7261367094,3
2028,Chemicals,MN,5067634.204830426,2
2028,Chemicals,MO,186386.36951833166,3
2028,Chemicals,MS,7569201.108801949,2
2028,Chemicals,MT,3171861.542562611,4
2028,Chemicals,NC,127724.82993281467,1
2028,Chemicals,NJ,2317731.0534057072,3
2028,Chemicals,NM,876277.4989643788,1
2028,Chemicals,NV,26922.102457156172,1
2028,Chemicals,NY,18146.477010906885,1
2028,Chemicals,OH,2157537.82118847,8
2028,Chemicals,OK,4150194.8732938566,4
2028,Chemicals,OR,178918.38927043253,1
2028,Chemicals,PA,1142999.490236719,5
2028,Chemicals,PR,48547.17413092992,1
2028,Chemicals,TN,4830805.565048039,5
2028,Chemicals,TX,36170085.69545195,45
2028,Chemicals,UT,266585.7676684448,2
2028,Chemicals,VA,1259039.1191879227,2
2028,Chemicals,WA,2251429.770167594,4
2028,Chemicals,WV,1504258.6830528458,5
2028,Chemicals,WY,418421.199954722,1
2028,Import and Export of Equipment Containing Fluorintaed GHGs,AL,26315.61698334402,1
2028,Import and Export of Equipment Containing Fluorintaed GHGs,PA,45559.838658730405,1
2028,Industrial Gas Suppliers,NJ,6704.623818771292,1
2028,Injection of CO2,IL,3618550.518092939,1
2028,Injection of CO2,NM,177023.06605573915,1
2028,Injection of CO2,TX,135262.89358700614,2
2028,Metals,AL,1567469.8015914205,9
2028,Metals,AR,472858.28638669325,3
2028,Metals,AZ,80616.87854195746,1
2028,Metals,CA,108954.86324370973,3
2028,Metals,CO,257930.42426055856,1
2028,Metals,FL,107533.58268047478,1
2028,Metals,GA,124148.74187241818,2
2028,Metals,IA,366286.2387113205,3
2028,Metals,IL,1118745.7573851533,8
2028,Metals,IN,19307836.486045066,17
2028,Metals,KY,579266.9019197604,5
2028,Metals,LA,776126.7263345009,1
2028,Metals,MI,873711.750878704,3
2028,Metals,MN,2139302.4551546886,4
2028,Metals,MO,17754.046310231395,1
2028,Metals,MS,506140.2022575117,1
2028,Metals,NC,224860.48160042154,2
2028,Metals,NE,175760.27580515813,1
2028,Metals,NJ,78273.09936177905,1
2028,Metals,NY,230698.9442318832,2
2028,Metals,OH,1777295.185386952,10
2028,Metals,OR,147617.96450346068,2
2028,Metals,PA,3903523.891196854,14
2028,Metals,SC,355772.63966316154,3
2028,Metals,TN,294843.45475725085,2
2028,Metals,TX,974576.6998576742,6
2028,Metals,UT,277038.26612476306,1
2028,Metals,VA,459122.13468338945,3
2028,Metals,WA,123706.78904848284,1
2028,Metals,WI,374784.31460458785,3
2028,Metals,WV,247302.6069450976,3
2028,Minerals,AL,3606774.674586193,7
2028,Minerals,AR,512613.225192638,3
2028,Minerals,AZ,1980130.6812402788,2
2028,Minerals,CA,4722103.506722892,7
2028,Minerals,CO,280584.46867388766,3
2028,Minerals,GA,262580.57400904084,4
2028,Minerals,IA,1597380.9047730512,6
2028,Minerals,ID,264162.5888887939,1
2028,Minerals,IL,1415617.3666909866,4
2028,Minerals,IN,2267519.2084405827,9
2028,Minerals,KS,3104598.5371769895,4
2028,Minerals,KY,2810481.663037068,5
2028,Minerals,MI,3975377.479257729,7
2028,Minerals,MN,1625710.112592451,6
2028,Minerals,MO,8381289.970050369,8
2028,Minerals,MS,27899.725367255072,1
2028,Minerals,MT,739946.2149679824,3
2028,Minerals,NC,367408.496216984,5
2028,Minerals,ND,1356774.0373619797,3
2028,Minerals,NE,609621.6621500459,1
2028,Minerals,NJ,119449.42504729483,3
2028,Minerals,NM,49241.45710762494,1
2028,Minerals,NV,886880.333246961,2
2028,Minerals,NY,376448.82518038806,5
2028,Minerals,OH,2482436.6080936957,9
2028,Minerals,OK,894157.8892805236,6
2028,Minerals,PA,2932304.5629304023,11
2028,Minerals,SC,2642662.458936952,5
2028,Minerals,SD,255774.32271752993,1
2028,Minerals,TN,1428939.2535669894,6
2028,Minerals,TX,4283730.8814592855,11
2028,Minerals,UT,651896.3742093083,1
2028,Minerals,VA,112309.12527031326,2
2028,Minerals,WA,584218.5492089924,4
2028,Minerals,WI,1062150.588098774,6
2028,Minerals,WV,389970.544535756,2
2028,Minerals,WY,3272596.83397746,5
2028,Natural Gas and Natural Gas Liquids Suppliers,AL,222746.63731885768,2
2028,Natural Gas and Natural Gas Liquids Suppliers,CA,26679.748848423656,1
2028,Natural Gas and Natural Gas Liquids Suppliers,CO,376372.6204929416,1
2028,Natural Gas and Natural Gas Liquids Suppliers,IL,324309.20123127545,1
2028,Natural Gas and Natural Gas Liquids Suppliers,LA,300885.17251743545,4
2028,Natural Gas and Natural Gas Liquids Suppliers,MN,22332.13987451355,1
2028,Natural Gas and Natural Gas Liquids Suppliers,ND,25817.261365771763,1
2028,Natural Gas and Natural Gas Liquids Suppliers,OK,32983.2570876915,1
2028,Natural Gas and Natural Gas Liquids Suppliers,TX,1167678.348830098,5
2028,Natural Gas and Natural Gas Liquids Suppliers,WY,351165.5584998111,4
2028,Petroleum and Natural Gas Systems,AK,7432334.8288495345,8
2028,Petroleum and Natural Gas Systems,AL,577859.0508874786,5
2028,Petroleum and Natural Gas Systems,AR,76676.06349115922,2
2028,Petroleum and Natural Gas Systems,AZ,334031.53643455217,5
2028,Petroleum and Natural Gas Systems,CA,597874.7852201245,6
2028,Petroleum and Natural Gas Systems,CO,1656545.1471564167,8
2028,Petroleum and Natural Gas Systems,CT,193451.67211127334,3
2028,Petroleum and Natural Gas Systems,FL,141147.74657317318,3
2028,Petroleum and Natural Gas Systems,HI,24945.20874698693,1
2028,Petroleum and Natural Gas Systems,IA,161764.86637926352,3
2028,Petroleum and Natural Gas Systems,ID,286474.83585386525,2
2028,Petroleum and Natural Gas Systems,IL,125767.0662085576,3
2028,Petroleum and Natural Gas Systems,IN,91397.72198852045,1
2028,Petroleum and Natural Gas Systems,KS,76703.60337507413,3
2028,Petroleum and Natural Gas Systems,KY,13354.730313813692,1
2028,Petroleum and Natural Gas Systems,LA,4023116.23477287,28
2028,Petroleum and Natural Gas Systems,MA,30331.41584160575,1
2028,Petroleum and Natural Gas Systems,MI,603343.6700143535,4
2028,Petroleum and Natural Gas Systems,MN,276281.98887969065,3
2028,Petroleum and Natural Gas Systems,MS,469850.83275030967,9
2028,Petroleum and Natural Gas Systems,ND,888797.6043567233,9
2028,Petroleum and Natural Gas Systems,NJ,75186.90913286475,1
2028,Petroleum and Natural Gas Systems,NM,588286.9909552109,5
2028,Petroleum and Natural Gas Systems,NV,134302.61069375227,2
2028,Petroleum and Natural Gas Systems,NY,249640.56619009277,3
2028,Petroleum and Natural Gas Systems,OH,18000.676208902045,1
2028,Petroleum and Natural Gas Systems,OK,1038997.9296108595,12
2028,Petroleum and Natural Gas Systems,OR,62919.71824897888,1
2028,Petroleum and Natural Gas Systems,PA,443780.0540439519,6
2028,Petroleum and Natural Gas Systems,SC,1704960.6330041206,1
2028,Petroleum and Natural Gas Systems,TX,6742595.777020179,28
2028,Petroleum and Natural Gas Systems,UT,197275.76696224188,4
2028,Petroleum and Natural Gas Systems,WA,119871.73981790358,1
2028,Petroleum and Natural Gas Systems,WV,267789.9443714363,3
2028,Petroleum and Natural Gas Systems,WY,831171.822277141,7
2028,Petroleum Product Suppliers,AK,476232.3671316323,1
2028,Petroleum Product Suppliers,AL,385075.6972234039,1
2028,Petroleum Product Suppliers,CA,1023617.0376707674,3
2028,Petroleum Product Suppliers,IL,4232121.7340593925,2
2028,Petroleum Product Suppliers,IN,200927.4491860261,1
2028,Petroleum Product Suppliers,KY,2049330.3493898346,1
2028,Petroleum Product Suppliers,LA,11562530.852517674,6
2028,Petroleum Product Suppliers,MI,881430.7971539511,1
2028,Petroleum Product Suppliers,MS,31663.349953310677,1
2028,Petroleum Product Suppliers,ND,682342.5273986604,1
2028,Petroleum Product Suppliers,NJ,1739.0958147448907,1
2028,Petroleum Product Suppliers,NV,14212.235904510619,1
2028,Petroleum Product Suppliers,OH,2865375.324952111,3
2028,Petroleum Product Suppliers,OK,392785.40918811114,1
2028,Petroleum Product Suppliers,PA,92518.14456528341,1
2028,Petroleum Product Suppliers,TX,9917650.862531587,8
2028,Petroleum Product Suppliers,WA,3059437.020937302,3
2028,Petroleum Product Suppliers,WY,154413.71890902647,1
2028,Power Plants,AK,1604569.9848170157,5
2028,Power Plants,AL,30652201.73452548,8
2028,Power Plants,AR,4329864.342211922,2
2028,Power Plants,AZ,19147769.298802633,7
2028,Power Plants,CA,10336752.56949946,22
2028,Power Plants,CO,16570144.109567622,10
2028,Power Plants,CT,5350569.556105945,5
2028,Power Plants,DC,164925.87025462126,2
2028,Power Plants,DE,47077.52468668169,1
2028,Power Plants,FL,36686946.325943515,16
2028,Power Plants,GA,19920018.03539919,7
2028,Power Plants,GU,366943.77067721816,1
2028,Power Plants,HI,698913.7719096212,5
2028,Power Plants,IA,8673930.302216757,3
2028,Power Plants,ID,872005.6698259066,1
2028,Power Plants,IL,3707725.4329336337,3
2028,Power Plants,IN,9057125.837784532,4
2028,Power Plants,KS,7976058.7030200455,4
2028,Power Plants,KY,28578856.897095837,5
2028,Power Plants,LA,11220016.006893128,6
2028,Power Plants,MA,1257924.8483814092,5
2028,Power Plants,MD,73933.38804951265,1
2028,Power Plants,MI,26531959.64410589,12
2028,Power Plants,MN,4519664.609962122,7
2028,Power Plants,MO,23214248.498868763,8
2028,Power Plants,MS,17075728.062240694,8
2028,Power Plants,MT,9897869.908450639,2
2028,Power Plants,NC,4612487.146805898,2
2028,Power Plants,ND,16395469.103212792,3
2028,Power Plants,NE,8852422.77566734,4
2028,Power Plants,NJ,4838504.97823305,5
2028,Power Plants,NM,5181586.180667928,6
2028,Power Plants,NV,6004082.108238822,6
2028,Power Plants,NY,6654126.522714281,20
2028,Power Plants,OH,36010949.58286134,12
2028,Power Plants,OK,6636263.0688203955,4
2028,Power Plants,OR,3080899.2116242014,2
2028,Power Plants,PA,14755303.713805936,13
2028,Power Plants,PR,4814085.124870374,2
2028,Power Plants,RI,1559800.0956145977,1
2028,Power Plants,SC,6638467.386166353,5
2028,Power Plants,SD,1739178.8259809439,1
2028,Power Plants,TN,11008751.631164148,4
2028,Power Plants,TX,87531294.62201044,30
2028,Power Plants,UT,3983738.8784251753,3
2028,Power Plants,VA,958407.6791867374,2
2028,Power Plants,VI,231583.46505378583,1
2028,Power Plants,WA,2914844.3630770165,4
2028,Power Plants,WI,16676807.881445624,10
2028,Power Plants,WV,24675548.65957509,5
2028,Power Plants,WY,5362467.322040459,6
2028,Pulp and Paper,AL,1570918.2147172461,5
2028,Pulp and Paper,AR,763962.5961791467,3
2028,Pulp and Paper,CA,589565.1378590704,3
2028,Pulp and Paper,CT,234303.02613962413,2
2028,Pulp and Paper,FL,289560.3992975186,1
2028,Pulp and Paper,GA,608998.120509265,5
2028,Pulp and Paper,ID,328063.2093654478,1
2028,Pulp and Paper,IN,54309.07761729714,1
2028,Pulp and Paper,KY,47314.19913358743,1
2028,Pulp and Paper,LA,1633186.5598763973,5
2028,Pulp and Paper,ME,323593.6015212521,1
2028,Pulp and Paper,MI,105477.16316449117,1
2028,Pulp and Paper,MN,140548.3265795304,1
2028,Pulp and Paper,MO,170928.40222067208,1
2028,Pulp and Paper,MS,225192.87308143062,2
2028,Pulp and Paper,NC,238358.18893405242,1
2028,Pulp and Paper,NJ,25598.34213297205,1
2028,Pulp and Paper,NY,516294.24390714546,5
2028,Pulp and Paper,OH,112176.34142873582,2
2028,Pulp and Paper,OK,1032136.8299677118,3
2028,Pulp and Paper,OR,452866.2113013432,2
2028,Pulp and Paper,PA,989015.2692118305,4
2028,Pulp and Paper,SC,310300.18354538357,3
2028,Pulp and Paper,TN,613110.3277929123,6
2028,Pulp and Paper,TX,641999.1726849503,2
2028,Pulp and Paper,UT,54811.06667719186,1
2028,Pulp and Paper,VA,1956865.0780725924,5
2028,Pulp and Paper,WA,196724.65153169358,2
2028,Pulp and Paper,WI,437333.6253428684,6
2028,Pulp and Paper,WV,26131.8821701171,1
2028,Refineries,TX,544928.7764729827,1
2028,Refineries,UT,517067.2477422538,1
2028,Waste,AK,244820.99989032926,3
2028,Waste,AL,1380889.279953654,10
2028,Waste,AR,554113.0859167199,8
2028,Waste,AZ,339986.5703735459,8
2028,Waste,CA,1063240.3267365622,16
2028,Waste,CO,373316.86993697146,4
2028,Waste,CT,582853.4892048242,4
2028,Waste,FL,4453665.322831034,22
2028,Waste,GA,1951421.1319610882,17
2028,Waste,HI,221.08909572119543,1
2028,Waste,IA,509966.14402781834,11
2028,Waste,ID,154253.6368664703,1
2028,Waste,IL,1080849.8877636967,19
2028,Waste,IN,959100.4819021536,14
2028,Waste,KS,443780.2696708653,5
2028,Waste,KY,659528.5345468515,8
2028,Waste,LA,1540310.1275202457,8
2028,Waste,MA,488698.776999367,3
2028,Waste,MD,684452.9287333773,7
2028,Waste,ME,55789.28455888207,1
2028,Waste,MI,547729.5363878561,9
2028,Waste,MN,294104.12842097017,4
2028,Waste,MO,95549.48944148429,5
2028,Waste,MS,459554.967106652,4
2028,Waste,NC,1965452.2860191064,19
2028,Waste,ND,105714.13224173945,3
2028,Waste,NE,450527.69631458557,6
2028,Waste,NH,69858.31344322981,1
2028,Waste,NJ,380262.974860437,6
2028,Waste,NM,139531.99876127028,2
2028,Waste,NV,44425.390922130064,1
2028,Waste,NY,1480431.0254848162,18
2028,Waste,OH,1395622.4671426849,13
2028,Waste,OK,238062.81945390737,5
2028,Waste,OR,257228.26584620547,1
2028,Waste,PA,1516875.3661549632,18
2028,Waste,PR,177132.14161449583,2
2028,Waste,SC,833081.2964165162,11
2028,Waste,SD,55491.61567706548,1
2028,Waste,TN,803260.6123554114,10
2028,Waste,TX,3386051.513967611,29
