year,primary_sector,state,p50,n_facilities
2025,Power Plants,AK,1473611.294980123,5
2025,Power Plants,AL,31193891.18597594,8
2025,Power Plants,AR,4411422.672096469,2
2025,Power Plants,AZ,17813255.351135075,7
2025,Power Plants,CA,10473911.074742863,22
2025,Power Plants,CO,17336522.464186136,10
2025,Power Plants,CT,5376805.956606804,5
2025,Power Plants,DC,173697.41947922632,2
2025,Power Plants,DE,53128.61714719086,1
2025,Power Plants,FL,37800726.53862519,16
2025,Power Plants,GA,19013058.38024918,7
2025,Power Plants,GU,375202.8209627258,1
2025,Power Plants,HI,727168.6157357828,5
2025,Power Plants,IA,9718072.302855993,3
2025,Power Plants,ID,770070.6099121529,1
2025,Power Plants,IL,4676001.55575956,3
2025,Power Plants,IN,9503212.688045451,4
2025,Power Plants,KS,9272525.690800274,4
2025,Power Plants,KY,29567734.137698304,5
2025,Power Plants,LA,10946645.907299906,6
2025,Power Plants,MA,1210194.254491873,5
2025,Power Plants,MD,64651.73374663311,1
2025,Power Plants,MI,24999764.986084282,12
2025,Power Plants,MN,5044469.009385442,7
2025,Power Plants,MO,23196079.560786195,8
2025,Power Plants,MS,16374743.645085044,8
2025,Power Plants,MT,10711099.000911789,2
2025,Power Plants,NC,5417339.632186299,2
2025,Power Plants,ND,16725839.60015935,3
2025,Power Plants,NE,9601227.14501854,4
2025,Power Plants,NJ,4733613.501826416,5
2025,Power Plants,NM,4804287.557309613,6
2025,Power Plants,NV,5982603.170043944,6
2025,Power Plants,NY,6898952.083468262,20
2025,Power Plants,OH,34725306.372518845,12
2025,Power Plants,OK,5540884.241384393,4
2025,Power Plants,OR,2787291.5479654507,2
2025,Power Plants,PA,14418325.155220028,13
2025,Power Plants,PR,4968332.043971773,2
2025,Power Plants,RI,1386907.1673946069,1
2025,Power Plants,SC,6524367.472705968,5
2025,Power Plants,SD,1875534.581185952,1
2025,Power Plants,TN,12121809.752983341,4
2025,Power Plants,TX,89818097.22455445,30
2025,Power Plants,UT,3963680.0319268685,3
2025,Power Plants,VA,901860.4945681376,2
2025,Power Plants,VI,248106.76472845583,1
2025,Power Plants,WA,2499671.614857077,4
2025,Power Plants,WI,15416744.223991724,10
2025,Power Plants,WV,24028756.77004181,5
2025,Power Plants,WY,5480177.881555812,6
2025,Pulp and Paper,AL,1578356.541145139,5
2025,Pulp and Paper,AR,787305.4701068524,3
2025,Pulp and Paper,CA,605668.5142214223,3
2025,Pulp and Paper,CT,234939.52566799358,2
2025,Pulp and Paper,FL,343694.4933476714,1
2025,Pulp and Paper,GA,607339.754060666,5
2025,Pulp and Paper,ID,316467.74495454726,1
2025,Pulp and Paper,IN,54458.97625697887,1
2025,Pulp and Paper,KY,47771.12038558495,1
2025,Pulp and Paper,LA,1560687.3297121078,5
2025,Pulp and Paper,ME,312987.8062916582,1
2025,Pulp and Paper,MI,115712.34150839213,1
2025,Pulp and Paper,MN,146771.44089505574,1
2025,Pulp and Paper,MO,163951.0760114347,1
2025,Pulp and Paper,MS,221973.13095258363,2
2025,Pulp and Paper,NC,251504.0084782102,1
2025,Pulp and Paper,NJ,30328.96577066063,1
2025,Pulp and Paper,NY,517221.42328677105,5
2025,Pulp and Paper,OH,112397.48796892207,2
2025,Pulp and Paper,OK,1082142.3707938134,3
2025,Pulp and Paper,OR,449094.3026711907,2
2025,Pulp and Paper,PA,1027157.9148471897,4
2025,Pulp and Paper,SC,304326.6190075442,3
2025,Pulp and Paper,TN,615508.6173196032,6
2025,Pulp and Paper,TX,560759.3569077784,2
2025,Pulp and Paper,UT,51003.676846536524,1
2025,Pulp and Paper,VA,2047920.4388307114,5
2025,Pulp and Paper,WA,198689.40549887542,2
2025,Pulp and Paper,WI,432045.0242545743,6
2025,Pulp and Paper,WV,26607.087019111434,1
2025,Refineries,TX,543473.3115073668,1
2025,Refineries,UT,506729.22190400376,1
2025,Waste,AK,271933.58321242774,3
2025,Waste,AL,1300065.5764651692,10
2025,Waste,AR,547741.8892104842,8
2025,Waste,AZ,352142.4256010301,8
2025,Waste,CA,1105596.6752169484,16
2025,Waste,CO,352755.8360016746,4
2025,Waste,CT,568007.9908347325,4
2025,Waste,FL,4042054.3623133176,22
2025,Waste,GA,1830973.0497355459,17
2025,Waste,HI,650.7383235227275,1
2025,Waste,IA,505258.20732669905,11
2025,Waste,ID,136433.72011681757,1
2025,Waste,IL,1083887.5384270472,19
2025,Waste,IN,986645.5138228758,14
2025,Waste,KS,430441.6453686129,5
2025,Waste,KY,600375.1061179322,8
2025,Waste,LA,1144166.4563029262,8
2025,Waste,MA,484624.23321082914,3
2025,Waste,MD,711769.3126455861,7
2025,Waste,ME,56738.96054252514,1
2025,Waste,MI,559580.4472683395,9
2025,Waste,MN,284067.1675932887,4
2025,Waste,MO,102119.24158164901,5
2025,Waste,MS,460862.9871918251,4
2025,Waste,NC,1825693.0202788014,19
2025,Waste,ND,114707.86058387754,3
2025,Waste,NE,439230.4658314376,6
2025,Waste,NH,70884.67124364633,1
2025,Waste,NJ,402500.54840726015,6
2025,Waste,NM,132197.1481344767,2
2025,Waste,NV,40678.20054539498,1
2025,Waste,NY,1474807.9914249473,18
2025,Waste,OH,1306059.4991745222,13
2025,Waste,OK,233072.7984032818,5
2025,Waste,OR,252131.03772244038,1
2025,Waste,PA,1546544.5663609386,18
2025,Waste,PR,169763.45662778185,2
2025,Waste,SC,830382.3309765459,11
2025,Waste,SD,53740.82717664768,1
2025,Waste,TN,763650.0026945028,10
2025,Waste,TX,3110026.3671937813,29
2025,Waste,UT,362967.99214938655,6
2025,Waste,VA,413964.8633750562,7
2025,Waste,VT,55334.758975416364,1
2025,Waste,WA,986011.3622911654,9
2025,Waste,WI,516823.02912708255,10
2025,Waste,WV,462727.92312779545,5
2025,Waste,WY,63102.459478240686,1
2026,Other,AK,795471.3377491618,7
2026,Other,AL,403283.42804066424,7
2026,Other,AR,204818.1874694652,4
2026,Other,AZ,165698.13273594942,2
2026,Other,CA,3826881.5045812707,33
2026,Other,CO,393941.1773222438,6
2026,Other,CT,561625.5856727969,9
2026,Other,DE,71808.48274854996,2
2026,Other,FL,305990.75858032226,5
2026,Other,GA,852042.1755247068,15
2026,Other,IA,8841184.663117342,41
2026,Other,ID,500795.7744420456,8
2026,Other,IL,2404592.8661099374,21
2026,Other,IN,3930506.5298789986,26
2026,Other,KS,772307.9233214814,14
2026,Other,KY,509321.8680796123,10
2026,Other,LA,378238.12750158727,4
2026,Other,MA,394736.3875818332,6
2026,Other,MD,450699.75046910625,4
2026,Other,ME,18716.30003578952,1
2026,Other,MI,1534507.4386831129,20
2026,Other,MN,1906921.0652925577,22
2026,Other,MO,740380.9455812529,13
2026,Other,MS,118245.62966162844,3
2026,Other,MT,41052.59255174355,1
2026,Other,NC,625805.6852883286,11
2026,Other,ND,358130.72735168965,5
2026,Other,NE,2663270.4952369244,19
2026,Other,NH,39577.98964069335,1
2026,Other,NJ,248730.7566685204,7
2026,Other,NM,103206.09492280644,3
2026,Other,NV,258141.03458085956,4
2026,Other,NY,1110335.1092858515,16
2026,Other,OH,1572756.1755944956,19
2026,Other,OK,435482.2975221155,8
2026,Other,OR,463035.5983834353,7
2026,Other,PA,5360846.023320927,11
2026,Other,RI,23490.12326402677,1
2026,Other,SC,360498.45584834233,6
2026,Other,SD,1186722.8383316651,11
2026,Other,TN,1025069.3323910435,11
2026,Other,TX,9533101.967349771,25
2026,Other,UT,233125.2943995319,4
2026,Other,VA,702954.0237549192,10
2026,Other,VI,32108.557429351837,1
2026,Other,VT,54682.19793389496,2
2026,Other,WA,463808.40087248,8
2026,Other,WI,932531.6800370694,13
2026,Other,WV,2582975.134983584,4
2026,Other,WY,36130.90896252474,1
2026,Chemicals,AK,599805.5940590962,2
2026,Chemicals,AL,2615169.8571962593,7
2026,Chemicals,AR,2191683.1875233524,6
2026,Chemicals,AZ,406529.6159624299,1
2026,Chemicals,CA,23335225.90478365,15
2026,Chemicals,CO,30472.951877557236,1
2026,Chemicals,DE,23540.567488259316,1
2026,Chemicals,FL,240381.82673717276,1
2026,Chemicals,GA,1525593.947745425,2
2026,Chemicals,HI,621830.6967811865,1
2026,Chemicals,IA,5348727.452194775,4
2026,Chemicals,ID,240607.92227343138,2
2026,Chemicals,IL,7467516.791808148,10
2026,Chemicals,IN,5200061.093379596,3
2026,Chemicals,KS,4975689.410728114,8
2026,Chemicals,KY,828470.008417328,4
2026,Chemicals,LA,33330587.043650743,32
2026,Chemicals,MA,70254.47302175034,2
2026,Chemicals,MD,102630.3257479141,1
2026,Chemicals,MI,172288.9275081219,3
2026,Chemicals,MN,4970071.708837058,2
2026,Chemicals,MO,190520.65408717495,3
2026,Chemicals,MS,7384672.403733554,2
2026,Chemicals,MT,3052057.9454010576,4
2026,Chemicals,NC,130691.0371196176,1
2026,Chemicals,NJ,2348289.678700147,3
2026,Chemicals,NM,849278.1121597565,1
2026,Chemicals,NV,27066.9751238752,1
2026,Chemicals,NY,19396.94626584651,1
2026,Chemicals,OH,2157936.2844291856,8
2026,Chemicals,OK,4174531.535687745,4
2026,Chemicals,OR,180449.98680932898,1
2026,Chemicals,PA,1121792.9387001349,5
2026,Chemicals,PR,53731.85509809075,1
2026,Chemicals,TN,4999911.49142345,5
2026,Chemicals,TX,35891214.62569361,45
2026,Chemicals,UT,257848.23801137717,2
2026,Chemicals,VA,1233964.0294277538,2
2026,Chemicals,WA,2278011.1582503775,4
2026,Chemicals,WV,1550137.9162608548,5
2026,Chemicals,WY,422699.86097593827,1
2026,Import and Export of Equipment Containing Fluorintaed GHGs,AL,27022.569727244114,1
2026,Import and Export of Equipment Containing Fluorintaed GHGs,PA,43635.410849905944,1
2026,Industrial Gas Suppliers,NJ,7547.463855425677,1
2026,Injection of CO2,IL,3733709.6643407876,1
2026,Injection of CO2,NM,187370.43016684047,1
2026,Injection of CO2,TX,143533.4068783871,2
2026,Metals,AL,1523802.770580531,9
2026,Metals,AR,485321.4426388575,3
2026,Metals,AZ,81344.09413399018,1
2026,Metals,CA,107978.30553931827,3
2026,Metals,CO,264870.50746764196,1
2026,Metals,FL,102803.14420029435,1
2026,Metals,GA,123190.92940766322,2
2026,Metals,IA,358210.66342120885,3
2026,Metals,IL,1142656.0088562558,8
2026,Metals,IN,19905557.54544482,17
2026,Metals,KY,562641.341455537,5
2026,Metals,LA,777165.8906800412,1
2026,Metals,MI,941825.8843761827,3
2026,Metals,MN,2119804.752651032,4
2026,Metals,MO,19097.26579639538,1
2026,Metals,MS,515824.37877435866,1
2026,Metals,NC,241771.77688666809,2
2026,Metals,NE,177326.44331932397,1
2026,Metals,NJ,73531.30521340358,1
2026,Metals,NY,223422.45175332224,2
2026,Metals,OH,1779354.526374601,10
2026,Metals,OR,151999.46608650597,2
2026,Metals,PA,3986862.77180197,14
2026,Metals,SC,354254.32728448644,3
2026,Metals,TN,292340.3415409489,2
2026,Metals,TX,942319.8306961075,6
2026,Metals,UT,268633.6153676745,1
2026,Metals,VA,480955.1811034725,3
2026,Metals,WA,122567.80951990739,1
2026,Metals,WI,383365.64699029503,3
2026,Metals,WV,250063.8815026544,3
2026,Minerals,AL,3506440.8206411204,7
2026,Minerals,AR,508928.8106555333,3
2026,Minerals,AZ,1819038.607992603,2
2026,Minerals,CA,4529946.190000434,7
2026,Minerals,CO,272583.0960007648,3
2026,Minerals,GA,257978.60222876072,4
2026,Minerals,IA,1586522.991667232,6
2026,Minerals,ID,267651.9458122111,1
2026,Minerals,IL,1294245.7041212593,4
2026,Minerals,IN,2272534.8465856737,9
2026,Minerals,KS,2825294.7768476326,4
2026,Minerals,KY,2751191.0118447575,5
2026,Minerals,MI,3886130.6980088,7
2026,Minerals,MN,1615827.7962348065,6
2026,Minerals,MO,8296736.637748349,8
2026,Minerals,MS,29991.78664708116,1
2026,Minerals,MT,733950.1461753582,3
2026,Minerals,NC,367968.61300044175,5
2026,Minerals,ND,1327264.8013645038,3
2026,Minerals,NE,622961.7679428421,1
2026,Minerals,NJ,119216.15475245348,3
2026,Minerals,NM,47489.38747353718,1
2026,Minerals,NV,922724.87785423,2
2026,Minerals,NY,378767.1733080136,5
2026,Minerals,OH,2445532.8116358994,9
2026,Minerals,OK,889171.4610875438,6
2026,Minerals,PA,2839282.394598161,11
2026,Minerals,SC,2573661.265546834,5
2026,Minerals,SD,263085.32304060843,1
2026,Minerals,TN,1303463.1570057801,6
2026,Minerals,TX,4247844.569604423,11
2026,Minerals,UT,680676.3194735599,1
2026,Minerals,VA,110319.44001714981,2
2026,Minerals,WA,578583.9787916305,4
2026,Minerals,WI,1057079.605879042,6
2026,Minerals,WV,392109.30866324785,2
2026,Minerals,WY,3259861.5582179753,5
2026,Natural Gas and Natural Gas Liquids Suppliers,AL,246252.4103130769,2
2026,Natural Gas and Natural Gas Liquids Suppliers,CA,27361.384693314394,1
2026,Natural Gas and Natural Gas Liquids Suppliers,CO,388808.5973847291,1
2026,Natural Gas and Natural Gas Liquids Suppliers,IL,315306.10636425565,1
2026,Natural Gas and Natural Gas Liquids Suppliers,LA,307806.2143650695,4
2026,Natural Gas and Natural Gas Liquids Suppliers,MN,29271.4524083898,1
2026,Natural Gas and Natural Gas Liquids Suppliers,ND,27065.041391287203,1
2026,Natural Gas and Natural Gas Liquids Suppliers,OK,32976.06299061639,1
2026,Natural Gas and Natural Gas Liquids Suppliers,TX,1164454.6522410878,5
2026,Natural Gas and Natural Gas Liquids Suppliers,WY,383207.39356740366,4
2026,Petroleum and Natural Gas Systems,AK,7395950.8895329125,8
2026,Petroleum and Natural Gas Systems,AL,587773.6712889131,5
2026,Petroleum and Natural Gas Systems,AR,82752.4898952902,2
2026,Petroleum and Natural Gas Systems,AZ,320156.0273220952,5
2026,Petroleum and Natural Gas Systems,CA,513921.349432914,6
2026,Petroleum and Natural Gas Systems,CO,1677745.8383007231,8
2026,Petroleum and Natural Gas Systems,CT,185477.3674794798,3
2026,Petroleum and Natural Gas Systems,FL,139735.28952802697,3
2026,Petroleum and Natural Gas Systems,HI,24920.30792062424,1
2026,Petroleum and Natural Gas Systems,IA,163766.52671440123,3
2026,Petroleum and Natural Gas Systems,ID,260970.2170962345,2
2026,Petroleum and Natural Gas Systems,IL,126448.4957153197,3
2026,Petroleum and Natural Gas Systems,IN,86805.09428538832,1
2026,Petroleum and Natural Gas Systems,KS,82436.75801223982,3
2026,Petroleum and Natural Gas Systems,KY,15752.048397186703,1
2026,Petroleum and Natural Gas Systems,LA,3722832.9557402576,28
2026,Petroleum and Natural Gas Systems,MA,30815.2780913654,1
2026,Petroleum and Natural Gas Systems,MI,625484.183635057,4
2026,Petroleum and Natural Gas Systems,MN,280502.9516985297,3
2026,Petroleum and Natural Gas Systems,MS,475473.24919606914,9
2026,Petroleum and Natural Gas Systems,ND,898391.7721822024,9
2026,Petroleum and Natural Gas Systems,NJ,71043.99296886293,1
2026,Petroleum and Natural Gas Systems,NM,610856.6853936721,5
2026,Petroleum and Natural Gas Systems,NV,140125.0978829717,2
2026,Petroleum and Natural Gas Systems,NY,243941.48696723196,3
2026,Petroleum and Natural Gas Systems,OH,18813.80182861564,1
2026,Petroleum and Natural Gas Systems,OK,1010747.4894072156,12
2026,Petroleum and Natural Gas Systems,OR,61692.781124657246,1
2026,Petroleum and Natural Gas Systems,PA,438192.52817115415,6
2026,Petroleum and Natural Gas Systems,SC,1819273.780222775,1
2026,Petroleum and Natural Gas Systems,TX,6225523.024554684,28
2026,Petroleum and Natural Gas Systems,UT,204744.52563483827,4
2026,Petroleum and Natural Gas Systems,WA,114417.30580826264,1
2026,Petroleum and Natural Gas Systems,WV,231558.84539690273,3
2026,Petroleum and Natural Gas Systems,WY,870387.6783495476,7
2026,Petroleum Product Suppliers,AK,484398.2757258568,1
2026,Petroleum Product Suppliers,AL,388864.46974519215,1
2026,Petroleum Product Suppliers,CA,1024457.2126803349,3
2026,Petroleum Product Suppliers,IL,4201502.686797354,2
2026,Petroleum Product Suppliers,IN,201807.24271239756,1
2026,Petroleum Product Suppliers,KY,2066833.4315725225,1
2026,Petroleum Product Suppliers,LA,11704757.692040939,6
2026,Petroleum Product Suppliers,MI,873781.0021521146,1
2026,Petroleum Product Suppliers,MS,31335.065553780176,1
2026,Petroleum Product Suppliers,ND,677905.5038419906,1
2026,Petroleum Product Suppliers,NJ,3107.197616706071,1
2026,Petroleum Product Suppliers,NV,14416.028809319576,1
2026,Petroleum Product Suppliers,OH,2957553.0568452682,3
2026,Petroleum Product Suppliers,OK,415158.4867436827,1
2026,Petroleum Product Suppliers,PA,99409.41001053464,1
2026,Petroleum Product Suppliers,TX,10030999.520669257,8
2026,Petroleum Product Suppliers,WA,3104931.463468913,3
2026,Petroleum Product Suppliers,WY,156375.27855244584,1
2026,Power Plants,AK,1513674.2764689934,5
2026,Power Plants,AL,30992136.981373776,8
2026,Power Plants,AR,4384055.027449459,2
2026,Power Plants,AZ,18204351.86521131,7
2026,Power Plants,CA,10421559.930032723,22
2026,Power Plants,CO,17069245.417980354,10
2026,Power Plants,CT,5366741.473372276,5
2026,Power Plants,DC,170713.16217310337,2
2026,Power Plants,DE,51029.762606275486,1
2026,Power Plants,FL,37415914.84387199,16
2026,Power Plants,GA,19263474.145294253,7
2026,Power Plants,GU,372429.35347854515,1
2026,Power Plants,HI,717255.5715290488,5
2026,Power Plants,IA,9346389.17825735,3
2026,Power Plants,ID,802651.0941094405,1
2026,Power Plants,IL,4321062.423245875,3
2026,Power Plants,IN,9351653.351972636,4
2026,Power Plants,KS,8816360.825885829,4
2026,Power Plants,KY,29232116.082033258,5
2026,Power Plants,LA,11036420.640317265,6
2026,Power Plants,MA,1225155.7262160324,5
2026,Power Plants,MD,67608.34735199634,1
2026,Power Plants,MI,25433788.480871405,12
2026,Power Plants,MN,4862277.01268969,7
2026,Power Plants,MO,23190303.889134824,8
2026,Power Plants,MS,16598961.893365638,8
2026,Power Plants,MT,10432360.166057397,2
2026,Power Plants,NC,5128895.361723593,2
2026,Power Plants,ND,16614963.239408873,3
2026,Power Plants,NE,9342660.840772789,4
2026,Power Plants,NJ,4765387.3817576915,5
2026,Power Plants,NM,4925758.525821256,6
2026,Power Plants,NV,5989669.567395635,6
2026,Power Plants,NY,6809370.773766879,20
2026,Power Plants,OH,35082043.623464175,12
2026,Power Plants,OK,5881065.099695854,4
2026,Power Plants,OR,2881437.7103458927,2
2026,Power Plants,PA,14524122.483009301,13
2026,Power Plants,PR,4915917.716433171,2
2026,Power Plants,RI,1442296.5873175804,1
2026,Power Plants,SC,6556804.039077449,5
2026,Power Plants,SD,1828934.4083677945,1
2026,Power Plants,TN,11735040.225891512,4
2026,Power Plants,TX,88997614.81756003,30
2026,Power Plants,UT,3970048.7855004906,3
2026,Power Plants,VA,920174.6046915408,2
2026,Power Plants,VI,242471.99533490432,1
2026,Power Plants,WA,2630265.0278536263,4
2026,Power Plants,WI,15781102.985851342,10
2026,Power Plants,WV,24154347.67366944,5
2026,Power Plants,WY,5439709.429884993,6
2026,Pulp and Paper,AL,1575808.5958819904,5
2026,Pulp and Paper,AR,779087.7294720751,3
2026,Pulp and Paper,CA,600242.9078825243,3
2026,Pulp and Paper,CT,234726.21529865923,2
2026,Pulp and Paper,FL,324609.65886040387,1
2026,Pulp and Paper,GA,606879.2324502352,5
2026,Pulp and Paper,ID,320286.6310511917,1
2026,Pulp and Paper,IN,54408.96412942454,1
2026,Pulp and Paper,KY,47618.325109026984,1
2026,Pulp and Paper,LA,1584398.3669515415,5
2026,Pulp and Paper,ME,316483.874939124,1
2026,Pulp and Paper,MI,112194.76714037608,1
2026,Pulp and Paper,MN,144667.0409025104,1
2026,Pulp and Paper,MO,166244.61704415703,1
2026,Pulp and Paper,MS,222996.50122550043,2
2026,Pulp and Paper,NC,247043.42504431965,1
2026,Pulp and Paper,NJ,28662.166448823446,1
2026,Pulp and Paper,NY,516580.9788468764,5
2026,Pulp and Paper,OH,112323.71573172166,2
2026,Pulp and Paper,OK,1063839.5141832577,3
2026,Pulp and Paper,OR,450347.43832162954,2
2026,Pulp and Paper,PA,1011966.386382934,4
2026,Pulp and Paper,SC,306283.4048982989,3
2026,Pulp and Paper,TN,614695.1434325736,6
2026,Pulp and Paper,TX,586568.5176918118,2
2026,Pulp and Paper,UT,52242.474765567036,1
2026,Pulp and Paper,VA,2016244.8893849063,5
2026,Pulp and Paper,WA,198023.7323975367,2
2026,Pulp and Paper,WI,433726.2156077445,6
2026,Pulp and Paper,WV,26447.73291083306,1
2026,Refineries,TX,543958.0340445131,1
2026,Refineries,UT,510152.0580102712,1
2026,Waste,AK,261798.55253396,3
2026,Waste,AL,1325067.139104102,10
2026,Waste,AR,549437.7037988784,8
2026,Waste,AZ,347920.2379744973,8
2026,Waste,CA,1089747.4983115585,16
2026,Waste,CO,359259.4947815386,4
2026,Waste,CT,572893.8481596707,4
2026,Waste,FL,4169135.780926602,22
2026,Waste,GA,1868220.3367802813,17
2026,Waste,HI,454.07406485480834,1
2026,Waste,IA,506730.85253825196,11
2026,Waste,ID,142132.35485655162,1
2026,Waste,IL,1081420.572718788,19
2026,Waste,IN,976394.6516619776,14
2026,Waste,KS,434812.4805044246,5
2026,Waste,KY,618726.1397774928,8
2026,Waste,LA,1255602.5411699794,8
2026,Waste,MA,485936.3395001874,3
2026,Waste,MD,702294.2721544385,7
2026,Waste,ME,56420.619125202385,1
2026,Waste,MI,555072.2935218462,9
2026,Waste,MN,287344.28707692353,4
2026,Waste,MO,99786.4609693409,5
2026,Waste,MS,460096.0685905918,4
2026,Waste,NC,1866665.4003225656,19
2026,Waste,ND,111577.757498886,3
2026,Waste,NE,442713.5475107185,6
2026,Waste,NH,70540.88735322857,1
2026,Waste,NJ,394146.36313283414,6
2026,Waste,NM,134591.0447973449,2
2026,Waste,NV,41890.76017586888,1
2026,Waste,NY,1475833.4070706356,18
2026,Waste,OH,1332948.6725644707,13
2026,Waste,OK,234585.291470795,5
2026,Waste,OR,253818.79081645695,1
2026,Waste,PA,1535967.0181684033,18
2026,Waste,PR,172100.79448504653,2
2026,Waste,SC,830237.6010293729,11
2026,Waste,SD,54318.19807684383,1
2026,Waste,TN,774855.2055410586,10
2026,Waste,TX,3193591.8654454206,29
2026,Waste,UT,367731.90236023045,6
2026,Waste,VA,420835.3602311501,7
2026,Waste,VT,54026.60797611421,1
2026,Waste,WA,1013859.5251205045,9
2026,Waste,WI,520765.35835252143,10
2026,Waste,WV,480186.22623782564,5
2026,Waste,WY,62685.469214888086,1
2027,Other,AK,800047.035408338,7
2027,Other,AL,408732.78045228944,7
2027,Other,AR,207346.178373076,4
2027,Other,AZ,166532.3989013765,2
2027,Other,CA,3843110.924052,33
2027,Other,CO,387013.4730499672,6
2027,Other,CT,560172.2172755813,9
2027,Other,DE,70000.68451259898,2
2027,Other,FL,304790.90066871175,5
2027,Other,GA,851479.1178751345,15
2027,Other,IA,8842453.115279429,41
2027,Other,ID,513372.5184389643,8
2027,Other,IL,2447761.252371671,21
2027,Other,IN,3972476.7571163923,26
2027,Other,KS,772319.9126605802,14
2027,Other,KY,510324.69174224354,10
2027,Other,LA,386729.1058276242,4
2027,Other,MA,390935.48492139037,6
2027,Other,MD,450620.68228876573,4
2027,Other,ME,17777.72202385417,1
2027,Other,MI,1520919.069094352,20
2027,Other,MN,1928646.5512703073,22
2027,Other,MO,742676.7609780232,13
2027,Other,MS,117209.81219053344,3
2027,Other,MT,41912.25322890352,1
2027,Other,NC,633125.5323548294,11
2027,Other,ND,357438.6617189307,5
2027,Other,NE,2669989.976807904,19
2027,Other,NH,39144.57714673016,1
2027,Other,NJ,246641.92597338452,7
2027,Other,NM,102714.38610495142,3
2027,Other,NV,255455.3061182709,4
2027,Other,NY,1105552.1463010365,16
2027,Other,OH,1572028.3759620967,19
2027,Other,OK,432709.7582121876,8
2027,Other,OR,475923.36408483126,7
2027,Other,PA,5462553.353942394,11
2027,Other,RI,23243.34426261166,1
2027,Other,SC,371390.5270145034,6
2027,Other,SD,1200604.0157642886,11
2027,Other,TN,1020188.2186157455,11
2027,Other,TX,9558550.963577306,25
2027,Other,UT,237391.81923821208,4
2027,Other,VA,693648.8799206313,10
2027,Other,VI,31880.29845490248,1
2027,Other,VT,54557.073334974266,2
2027,Other,WA,464158.6858273313,8
2027,Other,WI,941502.796046514,13
2027,Other,WV,2525835.4751068084,4
2027,Other,WY,35889.52682819262,1
2027,Chemicals,AK,594541.5519952265,2
2027,Chemicals,AL,2672652.3343420196,7
2027,Chemicals,AR,2268423.6495572953,6
2027,Chemicals,AZ,406623.7508023038,1
2027,Chemicals,CA,23492569.00875237,15
2027,Chemicals,CO,30303.356846413873,1
2027,Chemicals,DE,23367.42517975693,1
2027,Chemicals,FL,238116.59188913056,1
2027,Chemicals,GA,1495419.7961431367,2
2027,Chemicals,HI,631593.0910227577,1
2027,Chemicals,IA,5733405.205655583,4
2027,Chemicals,ID,241829.11272589705,2
2027,Chemicals,IL,7497820.099733535,10
2027,Chemicals,IN,5239084.398189983,3
2027,Chemicals,KS,5020131.804828339,8
2027,Chemicals,KY,841313.7690973062,4
2027,Chemicals,LA,33752712.953218095,32
2027,Chemicals,MA,69300.92200566806,2
2027,Chemicals,MD,102257.49796239845,1
2027,Chemicals,MI,170171.94865757535,3
2027,Chemicals,MN,5018613.941088522,2
2027,Chemicals,MO,188411.12076280816,3
2027,Chemicals,MS,7476317.986903041,2
2027,Chemicals,MT,3109872.7179712513,4
2027,Chemicals,NC,129199.42139903872,1
2027,Chemicals,NJ,2332957.623377339,3
2027,Chemicals,NM,862672.1857394874,1
2027,Chemicals,NV,26994.44160360181,1
2027,Chemicals,NY,18761.296317018743,1
2027,Chemicals,OH,2157259.34512178,8
2027,Chemicals,OK,4162337.2972793807,4
2027,Chemicals,OR,179682.55614776854,1
2027,Chemicals,PA,1132258.5114716263,5
2027,Chemicals,PR,51073.767491980856,1
2027,Chemicals,TN,4914215.464158226,5
2027,Chemicals,TX,36026144.46367441,45
2027,Chemicals,UT,262180.03415886563,2
2027,Chemicals,VA,1246418.3791625719,2
2027,Chemicals,WA,2264658.338215899,4
2027,Chemicals,WV,1526819.8325516337,5
2027,Chemicals,WY,420555.089197892,1
2027,Import and Export of Equipment Containing Fluorintaed GHGs,AL,26666.750736598296,1
2027,Import and Export of Equipment Containing Fluorintaed GHGs,PA,44587.24344618241,1
2027,Industrial Gas Suppliers,NJ,7113.571953414296,1
2027,Injection of CO2,IL,3675679.1264076624,1
2027,Injection of CO2,NM,182123.27703046874,1
2027,Injection of CO2,TX,139336.74739140505,2
2027,Metals,AL,1545156.8630593952,9
2027,Metals,AR,479015.34002060175,3
2027,Metals,AZ,80979.67002220637,1
2027,Metals,CA,108413.51871514869,3
2027,Metals,CO,261377.43277727414,1
2027,Metals,FL,105141.76338009138,1
2027,Metals,GA,123668.38687664169,2
2027,Metals,IA,362213.1714094263,3
2027,Metals,IL,1130544.096495264,8
2027,Metals,IN,19603045.33775153,17
2027,Metals,KY,570847.945922134,5
2027,Metals,LA,776646.1347050766,1
2027,Metals,MI,907123.956511859,3
2027,Metals,MN,2128970.2539610397,4
2027,Metals,MO,18413.411996368326,1
2027,Metals,MS,510959.348091616,1
2027,Metals,NC,233070.6933800973,2
2027,Metals,NE,176541.6228127297,1
2027,Metals,NJ,75865.16433232081,1
2027,Metals,NY,227010.43166420035,2
2027,Metals,OH,1778241.456729877,10
2027,Metals,OR,149786.31810423228,2
2027,Metals,PA,3944900.811663491,14
2027,Metals,SC,354998.433536074,3
2027,Metals,TN,293577.9701063727,2
2027,Metals,TX,958197.2622592153,6
2027,Metals,UT,272803.5759008431,1
2027,Metals,VA,469777.9402280917,3
2027,Metals,WA,123135.98237888797,1
2027,Metals,WI,379038.5044849569,3
2027,Metals,WV,248664.05427998412,3
